prod-descr;prod-marca;prod-detalhe;prod-fps;toque seco;todos os tipos de pele;resistente à água;rápida absorção;textura leve;ação antioxidante;controle de oleosidade;possui textura;radicais livres;ácido hialurônico;efeito matte;oil free;oil control;pele oleosa;linhas de expressão;previne o envelhecimento;alta cobertura;previne rugas;uso diário;dermatologicamente testado;textura ultraleve;water gel
Protetor Solar Facial Neutrogena Sun Fresh FPS 30 - 40g; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Neutrogena Sun FreshFPS 30 , 40g possui textura ultraleve e hidratante que não derrete e oferece alta proteção contra os raios UVA, UVB e ajuda a proteger contra a luz visível com sua exclusiva tecnologia HELIOPLEX XP.   Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida e complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes.   Melhora a firmeza e elasticidade da pele e possui textura não oleosa. Dermatologicamente testado e adequado para peles sensíveis.  Benefícios e diferenciais:  Fórmula que não derrete/escorre com suor e umidade; Deixa a pele aveludada e macia; Devolve o brilho natural da pele saudável; Melhora a firmeza e elasticidade da pele; Deixa a sensação prolongada de pele hidratada; Testado e aprovado para a pele sensível.   Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade de proteção solar. Uso diário.  Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas. Conservar em local fresco e ao abrigo da luz solar direta.";30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Facial Neutrogena Sun Fresh FPS 30 - 40g; Neutrogena;SEM DETALHE;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Facial Neutrogena Sun Fresh FPS 70 - 40ml; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Neutrogena Sun Fresh FPS70, 40g possui textura ultraleve e hidratante que não derrete e oferece alta proteção contra os raios UVA, UVB e ajuda a proteger contra a luz visível com sua exclusiva tecnologia HELIOPLEX XP.   Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida e complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes.   Melhora a firmeza e elasticidade da pele e possui textura não oleosa. Dermatologicamente testado e adequado para peles sensíveis.  Benefícios e diferenciais:  Fórmula que não derrete/escorre com suor e umidade; Deixa a pele aveludada e macia; Devolve o brilho natural da pele saudável; Melhora a firmeza e elasticidade da pele; Deixa a sensação prolongada de pele hidratada; Testado e aprovado para a pele sensível.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade de proteção solar. Uso diário.  Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas. Conservar em local fresco e ao abrigo da luz solar direta.";70;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Facial Neutrogena Sun Fresh FPS 70 - 40ml; Neutrogena;SEM DETALHE;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Facial Para Pele Oleosa Neutrogena Sun Fresh Derm Care FPS70 - Clara; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Para Pele Oleosa Neutrogena Sun FreshDerm Care FPS 70, 40g, controla a oleosidade por 12h, com complexo antioxidante rejuvenescedor e efeito matte de longa duração.   Com textura ultraleve e sequinha que não derrete.   A exclusiva tecnologia HELIOPLEX XP oferece alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda contra a luz visível.  Benefícios e diferenciais:  Com sílica que atua na oleosidade da pele; Complexo antioxidante rejuvenescedor formado por: -> Niacinamida: ativo clareador de sinais causados pelo sol; -> Feverfew: Poderoso antioxidante;  -> Vitamina C: Antioxidante;  Dermatologicamente testado.  Não comedogênico e não obstrui poros.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.  Precauções:  Uso Externo.  Evite contato com os olhos.  Caso isso aconteça, enxágue-os com água em abundância.  Descontinue o uso se surgirem irritações na pele.  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação.  Evite exposição prolongada das crianças ao sol.  Para crianças menores de 6 (seis) meses, consultar um médico.  Conserve fora do alcance das crianças.  Em contato com tecido, pode causar manchas.";70;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Facial Para Pele Oleosa Neutrogena Sun Fresh Derm Care FPS70 - Clara; Neutrogena;SEM DETALHE;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Facial Para Pele Oleosa Neutrogena Sun Fresh Derm Care FPS70 - Morena; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Para Pele Oleosa Neutrogena Sun FreshDerm Care FPS 70, 40g, controla a oleosidade por 12h, com complexo antioxidante rejuvenescedor e efeito matte de longa duração.   Com textura ultraleve e sequinha que não derrete.   A exclusiva tecnologia HELIOPLEX XP oferece alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda contra a luz visível.  Benefícios e diferenciais:  Com sílica que atua na oleosidade da pele; Complexo antioxidante rejuvenescedor formado por: -> Niacinamida: ativo clareador de sinais causados pelo sol; -> Feverfew: Poderoso antioxidante;  -> Vitamina C: Antioxidante;  Dermatologicamente testado.  Não comedogênico e não obstrui poros.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.  Precauções:  Uso Externo.  Evite contato com os olhos.  Caso isso aconteça, enxágue-os com água em abundância.  Descontinue o uso se surgirem irritações na pele.  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação.  Evite exposição prolongada das crianças ao sol.  Para crianças menores de 6 (seis) meses, consultar um médico.  Conserve fora do alcance das crianças.  Em contato com tecido, pode causar manchas.";70;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Facial Para Pele Oleosa Neutrogena Sun Fresh Derm Care FPS70 - Negra; Neutrogena;"O que é e para que serve?  Protetor Solar Facial Para Pele Oleosa Neutrogena Sun FreshDerm Care FPS 70, 40g, controla a oleosidade por 12h, com complexo antioxidante rejuvenescedor e efeito matte de longa duração.   Com textura ultraleve e sequinha que não derrete.   A exclusiva tecnologia HELIOPLEX XP oferece alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda contra a luz visível.  Benefícios e diferenciais:  Com sílica que atua na oleosidade da pele; Complexo antioxidante rejuvenescedor formado por: -> Niacinamida: ativo clareador de sinais causados pelo sol; -> Feverfew: Poderoso antioxidante;  -> Vitamina C: Antioxidante;  Dermatologicamente testado.  Não comedogênico e não obstrui poros.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.  Precauções:  Uso Externo.  Evite contato com os olhos.  Caso isso aconteça, enxágue-os com água em abundância.  Descontinue o uso se surgirem irritações na pele.  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação.  Evite exposição prolongada das crianças ao sol.  Para crianças menores de 6 (seis) meses, consultar um médico.  Conserve fora do alcance das crianças.  Em contato com tecido, pode causar manchas.";70;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Facial com Cor Neutrogena Sun Fresh Derm Care FPS70 – Pele Normal a Seca - 40g; Neutrogena;"O Protetor Solar Facial Para Pele Seca NEUTROGENA SUN FRESH® Derm Care Com Cor FPS 70, 40g, possui textura ultraleve e hidratante que não derrete e oferece alta proteção contra os raios UVA, UVB e ajuda a proteger contra a luz visível com sua exclusiva tecnologia HELIOPLEX® XP.   Com ativos ricos em propriedades hidratantes que deixam a pele macia, aveludada e preenchida e complexo antioxidante rejuvenescedor formado por Niacinamida, ativo clareador de sinais causados pelo sol, Feverfew e Vitamina C, poderosos antioxidantes. Melhora a firmeza e elasticidade da pele e possui textura não oleosa. Dermatologicamente testado e adequado para peles sensíveis.  Benefícios e diferenciais:  Fórmula que não derrete/escorre com suor e umidade; Deixa a pele aveludada e macia; Devolve o brilho natural da pele saudável; Melhora a firmeza e elasticidade da pele; Deixa a sensação prolongada de pele hidratada; Testado e aprovado para a pele sensível.  Como usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade de proteção solar. Uso diário.  Precauções:  Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Produto de uso adulto. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Em contato com tecido pode causar manchas. Conservar em local fresco e ao abrigo da luz solar direta.";70;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;"Neutrogena Sun Fresh Derm Care Facial FPS 70 possui textura levinha e sequinha que não derrete. A exclusiva tecnologia Helioplex XP oferece muito alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda a proteger contra a luz visível. Controla a oleosidade por 12 horas, disfarça poros, manchas solares e imperfeições da pele. Complexo antioxidante rejuvenescedor, clareia e previne manchas solares e efeito matte de longa duração.  Ativos:  Com sílica que atua na oleosidade da pele; Complexo antiodixante rejuvenescedor formado por:  • Niacinamida: ativo clareador de sinais causados pelo sol; • Feverfew: poderoso antioxidante; • Vitamina C: antioxidante;  Benefícios:  • Controla a oleosidade por 12h; • Disfarça poros; • Complexo antioxidante rejuvenescedor; • Clareia e previne manchas solares; • Efeito matte de longa duração; • Dermatologicamente testado; • Não comedogênico e não obstrui poros; • Textura leve, não pesa e não derrete.  Modo de usar:  Aplique abundantemente antes da exposição ao sol. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. *É necessária a reaplicação do produto a cada 2 horas para manter a efetividade da proteção solar. Uso diário. Conservar em local fresco e ao abrigo da luz solar direta.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.";70;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Neutrogena Sun Fresh Derm Care Facial FPS70 - 40g; Neutrogena;SEM DETALHE;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Neutrogena Sun Fresh FPS 90 - 200ml; Neutrogena;O Sun Fresh que você já conhecia, ficou ainda melhor. A nova fórmula do Neutrogena Sun Fresh FPS 90 entrega uma proteção ainda maior além de ter agentes antioxidantes, prevenindo o foto-envelhecimento (contra UVA, UVB e UVA Longo), manchas causadas pelo sol, provindo uma alta hidratação, durante todo o dia com rápida absorção.   Além disso, o produto é Oil free e muito resistente à água e ao suor, deixando sua pele protegida, hidratada e sequinha.Sua fórmula entrega alta proteção invisível, textura ultra leve como um hidratante e não deixa resíduos na superfície da pele.  Com a sua tecnologia Heliplex, o Sun Fresh provine alta proteção imediata contra os raios UVA e UVB, deep UVA e Luz Visível, previnindo o envelhecimento e as manchas causadas pelo sol, devido ao seu poder antioxidante. Muito resistente à água e ao suor. Pele protegida, hidratada e sequinha.   Alta proteção invisível na pele. Formula ultra leve como hidratante, conseguindo ser ainda mais leve do que a anterior, sendo assim mais agradável de usar. Tenha a pele hidratada durante o dia todo. Produto com rápida absorção e fórmula Oil free, sendo muito resistente à água e ao suor.  Modo de Usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.;90;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Neutrogena Sun Fresh FPS50 - 120ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun FreshFPS 30, de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.   A Marca:  Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil.;50;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Neutrogena Sun Fresh FPS50 - 200ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun FreshFPS 30, de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.   A Marca:  Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil.;50;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Neutrogena Sun Fresh FPS70 - 120ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun Fresh FPS70 , de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.;70;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Protetor Solar Neutrogena Sun Fresh FPS70 - 200ml; Neutrogena;O que é e para que serve?  O Protetor Solar Corporal Neutrogena Sun Fresh FPS70 , de textura ultraleve, antioxidante, que deixa a pele hidratada, fresca e sequinha.   É de rápida absorção, fácil de aplicar e possui tecnologia HELIOPLEX que proporciona alta proteção contra os raios UVA e UVB, além de prevenir o envelhecimento e as manchas causadas pelo sol e ser muito resistente à água e ao suor  Benefícios e diferenciais:  Fórmula com textura ainda mais leve Nova tecnologia Helioplex XP Protege contra raios UVA, UVB e luz visível Antioxidante Pele protegida, hidratada e sequinha Invisível na pele Fórmula ultra leve como hidratante Mais agradável de usar Oil Free Resistente à água e ao suor   Como usar:  Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. Para fechar, pressione o centro da tampa.  Precauções:  Uso Externo. Evite contato com os olhos. Caso isso aconteça, enxágue-os com água em abundância. Descontinue o uso se surgirem irritações na pele. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. O produto ajuda a prevenir as queimaduras solares, mas não oferece nenhuma proteção contra a insolação. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Conserve fora do alcance das crianças. Em contato com tecido, pode causar manchas.;70;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g; Neutrogena;O que é e para que serve?  Um Sabonete Líquido Facial para uso diário, sua fórmula combina o ativo Beta-Hidróxido e o extrato natural de grapefruit. Limpa profundamente os poros e remove 99% da oleosidade e impurezas deixando a pele ultralimpa e fresca todos os dias.  Benefícios e diferenciais:  -Limpa profundamente os poros: remove 99% das impurezas  -Reduz o brilho e a oleosidade da pele -Fórmula com beta-hidróxido e extrato natural de grapefruit: pele ultralimpa e fresca -Sem álcool, sem sabão, sem parabenos e sem óleos -Ideal para peles mistas e oleosas  Como usar:  Aplique o produto sobre o rosto úmido e massageie até formar uma espuma cremosa. Enxágue com água em abundância. Para uso diário.  Precauções:  Uso externo. Não ingerir. Evite contato com os olhos. Caso isso aconteça enxágue com água em abundância. Não usar em crianças. Em caso de irritação ou alergia, descontinuar o uso. Conservar fora do alcance de crianças em local seco e fresco. Recomenda-se o uso de protetor solar diariamente.  Sobre a marca:: Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil.  A Johnson & Johnson do Brasil iniciou suas atividades em 1933, no bairro da Mooca, em São Paulo. À época, a companhia tinha como principal objetivo suprir o mercado brasileiro com produtos de uso hospitalar e doméstico, como algodão, gaze, esparadrapo, compressas cirúrgicas, entre outros. Com o passar dos anos, foram ganhando um DNA especialmente brasileiro que refletiu-se em descobrir as necessidades deste mercado, trazendo inovação, investindo em infraestrutura e apostando nas particularidades do país.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g; Neutrogena;O que é e para que serve?  Um Gel de Limpeza Facial com Ácido Glicólico, proporciona a renovação celular da pele desde o primeiro uso. Com fórmula suave que respeita o pH da pele, proporciona uma sensação de suavidade e frescor.   Benefícios e diferenciais:  -Limpeza purificante e profunda: elimina as impurezas e toxinas -Reduz a oleosidade da pele com uso contínuo -Desobstrução profunda dos poros -Respeita o pH da pele: não agride a pele, limpa sem deixar a sensação de ressecamento -Com ácido glicólico: limpeza profunda e renovação celular  -Dermatologicamente testado  Como usar:  Aplique o produto sobre o rosto úmido e massageie até formar uma espuma cremosa. Enxágue com água em abundância. Para uso diário.  Composição:  -Ácido Glicólico: promove a renovação celular com o uso contínuo.  Precauções:  Não aplicar nas pálpebras e ao redor dos olhos. Enxaguar imediatamente a pele após a aplicação. Não insistir no uso contínuo, caso ocorra algum efeito indesejável. Durante a primeira semana de uso, aplicar pequenas quantidades de produto, em dias alternados. Uma leve sensação de ardor, pinicação ou ressecamento da pele poderá ser observada nas primeiras aplicações. Manter fora do alcance de crianças. Não ingerir. Em caso de contato acidental com os olhos, enxaguar abundantemente. Havendo irritações, suspenda o uso e procure por orientação médica.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g; Neutrogena;O que é e para que serve?  Um Gel de Limpeza Facial com Ácido Glicólico, proporciona a renovação celular da pele desde o primeiro uso. Com fórmula suave que respeita o pH da pele, proporciona uma sensação de suavidade e frescor.   Benefícios e diferenciais:  -Limpeza purificante e profunda: elimina as impurezas e toxinas -Reduz a oleosidade da pele com uso contínuo -Desobstrução profunda dos poros -Respeita o pH da pele: não agride a pele, limpa sem deixar a sensação de ressecamento -Com ácido glicólico: limpeza profunda e renovação celular  -Dermatologicamente testado  Como usar:  Aplique o produto sobre o rosto úmido e massageie até formar uma espuma cremosa. Enxágue com água em abundância. Para uso diário.  Composição:  -Ácido Glicólico: promove a renovação celular com o uso contínuo.  Precauções:  Não aplicar nas pálpebras e ao redor dos olhos. Enxaguar imediatamente a pele após a aplicação. Não insistir no uso contínuo, caso ocorra algum efeito indesejável. Durante a primeira semana de uso, aplicar pequenas quantidades de produto, em dias alternados. Uma leve sensação de ardor, pinicação ou ressecamento da pele poderá ser observada nas primeiras aplicações. Manter fora do alcance de crianças. Não ingerir. Em caso de contato acidental com os olhos, enxaguar abundantemente. Havendo irritações, suspenda o uso e procure por orientação médica.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Sérum Hidratante Neutrogena – Hydro Boost - 30ml; Neutrogena;Um sérum hidratante concentrado para uso diário, com Ácido Hialurônico, Pró-Vitamina B5 e Glicerina. Hidrata intensamente e fortalece a barreira cutânea contra a perda de água, mantendo a pele macia, fortalecida e hidratada por 24 horas.  Benefícios do Produto: -Combate até 100% do ressecamento: protege contra a perda de água ao longo do dia. -Penetra a superfície da pele em 9 camadas de profundidade: hidratação duradoura e contínua. -Melhora a textura e a uniformidade da pele em apenas 4 semanas. -Fórmula com toque ultraleve e oil free. -Não comedogênico, sem fragrância, sem parabenos e sem óleo mineral. -Indicado para todos os tipos de pele, inclusive peles sensíveis.  Modo de Uso: Aplicar de 4 a 5 gotas do produto nas mãos e espalhar suavemente sobre o rosto e pescoço previamente limpos. Para uma hidratação extra, utilizar também o Neutrogena Hydro Boost Water Gel após a aplicação.  Precauções: Somente para uso externo. Não ingerir. Evite contato direto com os olhos. Em caso de contato acidental com os olhos, enxaguar abundantemente. Havendo irritação, suspenda o uso e procure por orientação médica. Manter fora do alcance de crianças. USO ADULTO. Conservar em local fresco e protegido da luz solar direta.;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml; Neutrogena;O que é e para que serve? Mantenha a pele limpa e purificada com a Água Micelar Demaquilante NEUTROGENA® Purified Skin. Uma limpeza refrescante que elimina toxinas enquanto controla e reduz a oleosidade com o uso contínuo.  Benefícios e diferenciais: -Limpa a pele efetivamente -Demaquila e remove a maquiagem, inclusive à prova d’água -Reduz a oleosidade da pele -Desobstrui os poros -Purifica, refresca e suaviza a pele -Fórmula suave: respeita o pH da pele e não danifica sua barreira natural -Indicado para peles mistas e oleosas  Como usar: Umedeça um algodão com o produto e aplique sobre o rosto, área dos olhos, lábios e pescoço com movimentos delicados. Não é necessário enxaguar.  Precauções: Uso externo.  Não ingerir.  Não aplicar sobre a pele lesionada ou irritada.  Em caso de irritação descontinuar o uso e procurar orientação médica.  Conservar fora do alcance de crianças.  A Marca: Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil. Seus dermocosméticos atendem a diversos públicos, tratando intensamente desde a hidratação da pele até os cuidados com o sol.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
