prod_descricao;prod_marca;prod_detalhe;prod_fps
Protetor Solar Facial Episol SEC OC FPS 60 - Mantecorp Skincare - 60g; Mantecorp Skincare;"Episol Sec OC é uma linha de protetor solar indicada para pele oleosa.   Devido a sua tecnologia Skin Self Control com ativos que agem diretamente na glândula sebácea, Episol Sec OC controla a oleosidade da pele por 12h, reduz os poros e proporciona sensação de pele limpa com toque seco e efeito matificante. Oferece alta proteção contra os danos solares causados pelos raios UVA/UVB e Infravermelho A.  O fotoprotetor Episol SEC OC é uma nova geração de protetor solar facial para peles oleosas.   Sua fórmula conta com o exclusivo ""Skin Self Control"", ativo que auxilia no controle da oleosidade da pele.   Os principais benefícios de Episol SEC OC são a alta proteção UVA/UVB e contra os raios Infravermelho A; o controle da oleosidade por 12 horas; o controle de brilho, promovendo um efeito Matte; a redução do tamanho e quantidade de poros; proporciona uma sensação de pele limpa; possui ação antioxidante preservando o colágeno.  O protetor solar Episol SEC OC possui toque seco, rápida absorção e não deixa resíduos. Além disso, possui excelente textura e é muito resistente à água. Episol SEC OC possui 3 oções disponíveis para que você escolha a que melhor se adapta à sua pele e à sua necessidade: FPS 30, FPS 60 e FPS 99, todos com 60g.";60
Protetor Solar Facial Episol SEC OC FPS 60 - Mantecorp Skincare - 60g; Mantecorp Skincare;SEM DETALHE;60
Protetor Solar Facial Eucerin - Sun Gel-Creme Oil Control FPS 60 - 52g; Eucerin;"???? ? ?? ? ??? ??? ? ??? ??? ? ??? ??? ??? ? Sun Gel-Creme Oil Control FPS 60 proporciona proteção solar diária para pele oleosa e com tendência à acne. Eucerin desenvolveu uma proteção mais efetiva contra os danos induzidos pelo sol e é especificamente adaptada para a pele oleosa e com tendência à acne.   Com amplo espectro de proteção, sistema de filtros UVA/UVB fotoestáveis e proteção biológica das células – o antioxidante Licochalcona A protege as células das camadas mais profundas da epiderme enquanto o Ácido Glicirretínico ajuda na renovação dos mecanismos de defesa naturais do DNA celular. Além disso, a Tecnologia Oil Control com toque seco e o ativo sebo regulador L-Carnitina, deixa sensação de pele matificada instantaneamente e oferece controle da produção de sebo resultando em uma pele menos oleosa.  Estudos clínicos comprovaram uma alta tolerabilidade de Sun Creme-Gel Oil Control FPS60, mesmo em pacientes com pele sensível e oleosa, propensa à acne.  A eficácia da formulação matificante com L-Carnitina, um regulador de oleosidade, e com pigmentos absorvedores de lipídeos foi também testada e avaliada em estudos de produto em uso (PIU).   A Marca: Eucerin, está associada ao pioneirismo na inovação de fórmulas para o cuidado da pele. Desde o início, a pesquisa e o desenvolvimento de produtos Eucerin estão ligados à pesquisa dermatológica. Há mais de 100 anos, Eucerin é uma das marcas pioneiras no desenvolvimento científico e inovação. Hoje, somos reconhecidos, como uma das principais e mais confiáveis marcas de dermocosméticos, recomendada por dermatologistas e farmacêuticos ao redor do mundo.  Indicado: Para pele oleosa e com tendência a acne.  Benefícios: - Muito alata protação UVA/UVB; - Efeito anti-brilho; - Textura ultra leve e não oleosa; - Rápida absorção; - Adequado para uso antes da maquiagem.  Modo de Usar: Aplicar abundantemente 30 minutos antes da exposição ao sol e sempre que necessário. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após a sudorese intensa, nadas ou banhar-se, secar-se com toalha durante a exposição ao sol.";60
Protetor Solar Facial Eucerin - Sun Gel-Creme Oil Control FPS 60 - 52g; Eucerin;"Sun Gel-Creme Oil Control FPS 60 proporciona proteção solar diária para pele oleosa e com tendência à acne. Eucerin desenvolveu uma proteção mais efetiva contra os danos induzidos pelo sol e é especificamente adaptada para a pele oleosa e com tendência à acne.   Com amplo espectro de proteção, sistema de filtros UVA/UVB fotoestáveis e proteção biológica das células – o antioxidante Licochalcona A protege as células das camadas mais profundas da epiderme enquanto o Ácido Glicirretínico ajuda na renovação dos mecanismos de defesa naturais do DNA celular. Além disso, a Tecnologia Oil Control com toque seco e o ativo sebo regulador L-Carnitina, deixa sensação de pele matificada instantaneamente e oferece controle da produção de sebo resultando em uma pele menos oleosa.  Estudos clínicos comprovaram uma alta tolerabilidade de Sun Creme-Gel Oil Control FPS60, mesmo em pacientes com pele sensível e oleosa, propensa à acne.  A eficácia da formulação matificante com L-Carnitina, um regulador de oleosidade, e com pigmentos absorvedores de lipídeos foi também testada e avaliada em estudos de produto em uso (PIU).   A Marca: Eucerin, está associada ao pioneirismo na inovação de fórmulas para o cuidado da pele. Desde o início, a pesquisa e o desenvolvimento de produtos Eucerin estão ligados à pesquisa dermatológica. Há mais de 100 anos, Eucerin é uma das marcas pioneiras no desenvolvimento científico e inovação. Hoje, somos reconhecidos, como uma das principais e mais confiáveis marcas de dermocosméticos, recomendada por dermatologistas e farmacêuticos ao redor do mundo.  Indicado: Para pele oleosa e com tendência a acne.  Benefícios: - Muito alata protação UVA/UVB; - Efeito anti-brilho; - Textura ultra leve e não oleosa; - Rápida absorção; - Adequado para uso antes da maquiagem.  Modo de Usar: Aplicar abundantemente 30 minutos antes da exposição ao sol e sempre que necessário. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após a sudorese intensa, nadas ou banhar-se, secar-se com toalha durante a exposição ao sol.";60
Protetor Solar Facial Eucerin - Sun Gel-Creme Oil Control FPS 60 - 52g; Eucerin;SEM DETALHE;60
Protetor Solar Facial FPS 50 Anasol - 60g; Anasol;Uso diário, para todo tipo de pele. Loção oil free de toque seco, contém argila que reduz a oleosidade da pele. A ação hidratante da Aloe Vera associada à Pró-Vitamina B5 e Vitamina E neutraliza os radicais livres. Ajuda a prevenir queimaduras solares causadas por raios UVB, assim como manchas e rugas causadas por raios UVA. Contém proteção UVA equivalente a, no mínimo, 1/3 do FPS declarado (proteção UVB). Aumenta a proteção da pele 50 vezes e é indicado para pele muito sensível a queimaduras solares. Oferece alta proteção contra queimaduras solares.   Benefícios: • FPS 50 - Dupla proteção UVA/UVB.  • Contém polímero natural que promove efeito matte e toque seco.  • Argila mineral que auxilia no controle da oleosidade e repõe minerais à pele.  • Vitamina E, Aloe Vera e Pantenol com ação hidratante e antioxidante.  • Resistente à água, dermatologicamente testado, não comedogênico e oil free.  • Uso diário.   Ativos: . Aloe Vera, Argila, Pantenol, Vitamina E, Tinosorb® M, Dióxido de Titânio e Uvinul® A Plus.  Modo de Usar:  Agite antes de usar. Aplique abundantemente antes da exposição ao sol. Resistente à água: mantém a proteção solar por 40 minutos dentro da água. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter sua efetividade. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  Registro ANVISA:25351.430393/2013-74;50
Protetor Solar Facial FPS 50 Anasol - 60g; Anasol;Saborino Morning Facial Sheet Mascara (Imagem Ilustrativa).;50
Protetor Solar Facial FPS 70 Clareador Anasol - 60g; Anasol;Uso diário, para todo tipo de pele. Loção oil free com toque seco. Contém Niacinamida que auxilia no clareamento e uniformização da pele, Aloe Vera, Pró-Vitamina B5, Argila e Vitamina E que promovem hidratação, redução da oleosidade e neutralização dos radicais livres.   Com ação antissinais, auxilia na prevenção das rugas, envelhecimento precoce e queimaduras causadas pelos raios solares. Contém proteção UVA equivalente a, no mínimo, 1/3 do FPS declarado (proteção UVB). Ajuda a proteger contra a luz visível e minimiza os danos mais profundos na pele causados pelos raios infravermelhos (IV), devido à ação antioxidante do produto. Oferece proteção muito alta. Dermatologicamente testado. Formulado de maneira a minimizar possível surgimento de alergia.   Benefícios: ? FPS 70 - Ampla Proteção: UVA, UVB, luz visível e raios infravermelhos. ? Clareia e uniformiza a pele. ? Ação antissinais. ? Promove efeito matte e toque seco. ? Contém Argila orgânica que auxilia no controle da oleosidade e repõe minerais à pele. ? Vitamina E, Aloe Vera e Pantenol com ação hidratante e antioxidante. ? Resistente à água. ? Oil free. ? Dermatologicamente testado, hipoalergênico, não comedogênico. ? Uso diário.  Ativos:  Niacinamida, Polímero Natural, Tinosorb M, Dióxido de Titânio, Uvinul A Plus, Neo Heliopan AP.  Modo de Usar:  Agite antes de usar. Proteção imediata. Aplique abundantemente antes da exposição ao sol. Resistente à água: mantém a proteção solar por 40 minutos dentro da água. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  Registro ANVISA: 25351.682379/2018-41;70
Protetor Solar Facial FPS 70 Clareador Anasol - 60g; Anasol;SEM DETALHE;70
Protetor Solar Facial Foto Ultra ISDIN Spot Prevent FPS 99 - 50ml; Isdin;FotoUltra Spot Prevent FPS 99 é um protetor solar facial diário que previne alterações de pigmentação causadas pelo sol. Para todos os tipos de pele, inclusive peles sensíveis e reativas.   Oferece um fator de proteção UVA 3 vezes maior do que o mínimo exigido para um fotoprotetor FPS 99. Excelente cosmeticidade com textura Fusion Fluid que se funde com a pele proporcionando uma aplicação diária agradável.  Indicado: Adequado para prevenir o processo de aparecimentos de áreas escurecidas que podem ocorrer durante a gravidez. Adequado para pré e pós procedimentos estéticos.  Benefícios: . Resistente à água.  . Ideal para ser aplicado antes da maquiagem.  . Não comedogênico.  . Não acnegênico.  . Hipoalergênico.  . Muito alta proteção solar que ajuda a prevenir o aparecimento de marcas escuras devidas a exposição solar.  Ativo: Ácido Hialurônico: que melhora a elasticidade da pele e Alantoínam que melhora a cicatrização pós procedimentos.  Tecnologia: Textura Fusion Fluid: exclusiva fórmula que, através do calorf e da fricção durante a aplicação, se torna mais fluida e se funde com a pele.   Modo de Usar: Uso diário. Aplicar abundantemente sobre a pele seca, meia hora antes da exposição ao sol. Reaplicar de 2 em 2 horas, e após sudorese intensa, nadar ou banhar-se , secar-se com toalha e durante a exposição ao sol.;99
Protetor Solar Facial Foto Ultra ISDIN Spot Prevent FPS 99 - 50ml; Isdin;Saborino Morning Facial Sheet Mascara (Imagem Ilustrativa).;99
Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra; Garnier Skin;"Em busca de um protetor hidratante TUDO EM 1, com alta eficácia dermatológica por um preço acessível? O novo Protetor Hidratante Uniform & Matte Vitamina C com cor foi feito para você!  Tudo que você sempre sonhou em 1 só produto: corrige, reduz e previne manchas.  Disponível em 4 cores diferentes que, graças a sua tecnologia camaleão, se adapta ao subtom da sua pele e garante uma cobertura uniforme que não deixa um acabamento acinzentado ou esbranquiçado. Aprovado por dermatologistas, para todas nós!  Resultados vísiveis e comprados:  - Correção instantânea de manchas, pele uniforme.  - Redução de manchas garantida pela ação antioxidante da Vitamina C.  - Tecnologia antioleosidade que garante o efeito matte.  - Prevenção de manchas solares com o FPS 50  - Tecnologia Camaleão: a cor se adapta ao seu subtom de pele  Nossa tecnologia  - Vitamina C: Poderoso antioxidante que reduz marcas, imperfeições e uniformiza a pele  - FPS 50: Alta proteção solar contra raios UVA/UVB  - Tecnologia de Cor - Camaleão: Se adapta ao subtom da sua pele, garantindo uma cobertura uniforme sem deixar o acabamento acinzentado ou esbranquiçado.   - Tecnologia Antioleosidade - Silicair: Garante uma hidratação leve, efeito matte antioleosidade e uniformização da pele reduzindo a aparência de poros e deixando a pele com um aspecto mais liso.  Aprovado por dermatologistas, para todas nós!  Modo de uso:  Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  Dica Garnier: Pode ser aplicado também pela noite! ;)";50
Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra; Garnier Skin;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa);50
Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra; Garnier Skin;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);50
Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra; Garnier Skin;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa) Brinde Sachê Duplo Lola Cosmetics Shampoo + Másc Hidrant Chocobomb 10ml (Imagem Ilustrativa);50
Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra; Garnier Skin;SEM DETALHE;50
Protetor Solar Facial Hidratante Garnier Uniform & Matte Vitamina C FPS30 - 15g; Garnier Skin;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);30
Protetor Solar Facial Hidratante Garnier Uniform & Matte Vitamina C FPS30 - 15g; Garnier Skin;"Oleosidade, sol, poluição: Nossa pele é exposta diariamente a diversas agressões e merece um cuidado especial.  Pensando nisso, Garnier criou o novo Protetor Hidratante Facial Uniform & Matte, com FPS 30 e Vitamina C com ação antioxidante, que controla a oleosidade, uniformiza e reduz imperfeições da pele.  Benefícios: • Pele uniformizada e brilho controlado instantaneamente; • Sensação de pele limpa; • Efeito Matte por 12h; • Proteção Solar UVA/UVB; • Reduz marcas relacionadas a imperfeições em 1 semana, deixando a pele mais lisa e uniforme.  O produto reduz marcas em até uma semana e prolonga a sensação de limpa, garantindo o efeito matte 12 horas graças a combinação de ativos naturais: • Vitamina c: poderoso anti-oxidante estimulador de colágeno que regenera, unifica e reduz as imperfeições. • Aha de limão: ativo natural que controla oleosidade sem agredir, garantindo toque seco por 12 horas. • FPS 30: garante proteção solar diária uva/uvb, prevenindo manchas solares.  Nossa tecnologia:  O produto reduz marcas em uma semana e prolonga a sensação de limpa, garantindo o efeito matte 12 horas graças à combinação de ativos naturais:  - Vitamina c: poderoso antioxidante estimulador de colágeno que regenera, unifica e reduz as imperfeições. - Aha de limão: ativo natural que controla oleosidade sem agredir, garantindo toque seco por 12 horas. - FPS 30: garante proteção solar diária uva/uvb, prevenindo manchas solares.  Modo de usar: Aplicar suavemente no rosto com as mãos, evitando o contorno dos olhos. Massagear delicadamente em movimentos circulares. Sem enxágue.";30
Protetor Solar Facial Hidratante Garnier Uniform & Matte Vitamina C FPS30 - 15g; Garnier Skin;SEM DETALHE;30
Protetor Solar Facial Hidratante Garnier Uniform & Matte Vitamina C FPS30 - 15g; Garnier Skin;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa);30
Protetor Solar Facial Hidratante Garnier Uniform & Matte Vitamina C FPS30 - 15g; Garnier Skin;Brinde Card Sample Banderas Secret Woman 1Un (Imagem Ilustrativa) Brinde Sachê Duplo Lola Cosmetics Shampoo + Másc Hidrant Chocobomb 10ml (Imagem Ilustrativa);30
Protetor Solar Facial ISDIN Foto Ultra Spot Prevent FPS 99 - 50ml; Isdin;Brinde Amostra Paco Rabanne Million Gold Eau de Parfum Intense 1,5 ml (Imagem Ilustrativa);99
Protetor Solar Facial ISDIN Foto Ultra Spot Prevent FPS 99 - 50ml; Isdin;FotoUltra Spot Prevent FPS 99 é um protetor solar facial diário que previne alterações de pigmentação causadas pelo sol. Para todos os tipos de pele, inclusive peles sensíveis e reativas.   Oferece um fator de proteção UVA 3 vezes maior do que o mínimo exigido para um fotoprotetor FPS 99. Excelente cosmeticidade com textura Fusion Fluid que se funde com a pele proporcionando uma aplicação diária agradável.  Indicado: Adequado para prevenir o processo de aparecimentos de áreas escurecidas que podem ocorrer durante a gravidez. Adequado para pré e pós procedimentos estéticos.  Benefícios: . Resistente à água.  . Ideal para ser aplicado antes da maquiagem.  . Não comedogênico.  . Não acnegênico.  . Hipoalergênico.  . Muito alta proteção solar que ajuda a prevenir o aparecimento de marcas escuras devidas a exposição solar.  Ativo: Ácido Hialurônico: que melhora a elasticidade da pele e Alantoínam que melhora a cicatrização pós procedimentos.  Tecnologia: Textura Fusion Fluid: exclusiva fórmula que, através do calorf e da fricção durante a aplicação, se torna mais fluida e se funde com a pele.   Modo de Usar: Uso diário. Aplicar abundantemente sobre a pele seca, meia hora antes da exposição ao sol. Reaplicar de 2 em 2 horas, e após sudorese intensa, nadar ou banhar-se , secar-se com toalha e durante a exposição ao sol.;99
Protetor Solar Facial ISDIN Foto Ultra Spot Prevent FPS 99 - 50ml; Isdin;SEM DETALHE;99
Protetor Solar Facial ISDIN Foto Ultra Spot Prevent FPS 99 - 50ml; Isdin;Brinde Amostra Paco Rabane Million For Her 1,5ml (Imagem Ilustrativa);99
Protetor Solar Facial ISDIN Foto Ultra Spot Prevent FPS 99 - 50ml; Isdin;brinde prada amostra prada paradoxe (Imagem ilustrativa);99
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;Fotoprotector ISDIN Fusion Water 5 Stars Color FPS50:   Fotoprotetor facial com cor FPS 50 de textura ultraleve à base de água de uso diário. Fusion Water 5 Stars Color (cor média) uniformiza o tom da pele, disfarça as imperfeições e proporciona cobertura natural.   Benefícios:  - Elevada proteção UV FPS 50 avaliada clinicamente em laboratório e em condições reais de alta radiação solar.  - Não irrita os olhos, testado oftalmologicamente. - Tolerância ótima com textura ultraleve de absorção imediata e controle da oleosidade da pele sem deixar resíduos. - Wet skin, pode ser aplicado na pele molhada. - Sea Friendly, fórmula com a maioria dos ingredientes biodegradáveis e/ou inorgânicos.  Indicação: - Indicado para todos os tipos de pele. - Cor média.  Modo de Usar:  Aplique abundantemente sobre a pele seca ou úmida meia hora antes da exposição solar. No caso de uso como parte da maquiagem, como contém pigmentos para garantir uma cobertura das imperfeições, recomenda-se aplicar sobre a pele seca. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.;50
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Escura; Isdin;SEM DETALHE;50
Protetor Solar Facial ISDIN Fusion Water 5 Stars Color FPS50 - Média; Isdin;Fotoprotector ISDIN Fusion Water 5 Stars Color FPS50:   Fotoprotetor facial com cor FPS 50 de textura ultraleve à base de água de uso diário. Fusion Water 5 Stars Color (cor média) uniformiza o tom da pele, disfarça as imperfeições e proporciona cobertura natural.   Benefícios:  - Elevada proteção UV FPS 50 avaliada clinicamente em laboratório e em condições reais de alta radiação solar.  - Não irrita os olhos, testado oftalmologicamente. - Tolerância ótima com textura ultraleve de absorção imediata e controle da oleosidade da pele sem deixar resíduos. - Wet skin, pode ser aplicado na pele molhada. - Sea Friendly, fórmula com a maioria dos ingredientes biodegradáveis e/ou inorgânicos.  Indicação: - Indicado para todos os tipos de pele. - Cor média.  Modo de Usar:  Aplique abundantemente sobre a pele seca ou úmida meia hora antes da exposição solar. No caso de uso como parte da maquiagem, como contém pigmentos para garantir uma cobertura das imperfeições, recomenda-se aplicar sobre a pele seca. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.;50
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;"Protetor Solar Fotop Fusion Water 5 Stars Fps60:  Isdin Fusion Water 5 Stars é um protetor solar facial especialmente criado para o uso diário. Com FPS 60 garante muito alta proteção. Elevada Proteção UV: proteção solar facial ideal para uso diário e atividades ao ar livre.  Benefícios: Não irrita os olhos: testado oftalmologicamente. Tolerância ótima: Textura ultraleve de absorção imediata e controle da oleosidade da pele sem deixar resíduos. Sea Friendly: Fórmula composta principalmente por ingredientes biodegradáveis e / ou inorgânicos.  Indicação: Adequado para todos os tipos de pele.  Modo de usar: Aplique generosamente sobre a pele seca meia hora antes da exposição solar. É necessária a reaplicação do produto para manter a sua efetividade a cada 2 horas e depois de transpirar, nadar, banhar-se ou secar-se com uma toalha e durante a exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido."" Wet Skin: Pode ser aplicado sobre a pele molhada.";60
Protetor Solar Facial Isdin - Fotop Fusion Water 5 Stars FPS60 - 50ml; Isdin;SEM DETALHE;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas Com Cor FPS60 - 40g; L'Oréal Paris;O Protetor Solar com Cor Solar Expertise Facial Antirrugas FPS 60 da L'oréal Paris é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Sua fórmula possui filtros solares MEXORYL SX + XL de altíssima eficácia que entrega alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares).   Dupla ação antienvelhecimento: com Ativo Hialurônico, hidrata a pele reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora.  Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água.  Seu rosto até 60 vezes mais protegido do que se você não tivesse aplicado o produto.  Resultado: - Imediatadamente: uniformiza o tom da pele. Efeito matte o dia todo. - Em apenas 15 dias: deixa a pele mais macia, melhora a elasticidade e aumenta a luminosidade.  Benefícios - Alta proteção contra raios UVA e UVB - Rosto até 60 vezes mais protegido. - Proteção com cor anti-imperfeições - Previne rugas e hidrata a pele, devido ao Ativo Hialurônico. - Previne o envelhecimento solar - Previne rugas e manchas solares - Rápida absorção - Oil-free  Modo de Usar: Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.   A Linha: Os Laboratórios L'Oréal Paris desenvolveram o Solar Facial Expertise que oferece proteção solar de amplo espectro contra os raios UVA, responsáveis pelo envelhecimento da pele, e UVB, que causam queimaduras solares. Previne a aparição de rugas, manchas solares e queimaduras provocadas pelo sol, preservando a elasticidade e a hidratação natural da pele. As fórmulas são resistentes à água, com textura leve de rápida absorção.;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas Com Cor FPS60 - 40g; L'Oréal Paris;Protetor Solar Expertise de L'Oréal Paris Conheça os Benefícios de Solar Expertise Clique e Descubra os Benefícios de cada Solar Expertise Facial Abrir função detalhes Abrir função detalhes Abrir função detalhes Visualização anterior Visualização seguinte Conheça a Linha Solar Expertise Corporal Clique e Descubra os Benefícios de cada Solar Expertise Corporal L'Oréal Paris O Protetor Solar com Cor Solar Expertise Facial Antirrugas FPS 60 da L'oréal Paris é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Sua fórmula possui filtros solares MEXORYL SX + XL de altíssima eficácia que entrega alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares).   Dupla ação antienvelhecimento: com Ativo Hialurônico, hidrata a pele reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora.  Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água.  Seu rosto até 60 vezes mais protegido do que se você não tivesse aplicado o produto.  Resultado: - Imediatadamente: uniformiza o tom da pele. Efeito matte o dia todo. - Em apenas 15 dias: deixa a pele mais macia, melhora a elasticidade e aumenta a luminosidade.  Benefícios - Alta proteção contra raios UVA e UVB - Rosto até 60 vezes mais protegido. - Proteção com cor anti-imperfeições - Previne rugas e hidrata a pele, devido ao Ativo Hialurônico. - Previne o envelhecimento solar - Previne rugas e manchas solares - Rápida absorção - Oil-free  Modo de Usar: Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.   A Linha: Os Laboratórios L'Oréal Paris desenvolveram o Solar Facial Expertise que oferece proteção solar de amplo espectro contra os raios UVA, responsáveis pelo envelhecimento da pele, e UVB, que causam queimaduras solares. Previne a aparição de rugas, manchas solares e queimaduras provocadas pelo sol, preservando a elasticidade e a hidratação natural da pele. As fórmulas são resistentes à água, com textura leve de rápida absorção.;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas Com Cor FPS60 - 40g; L'Oréal Paris;SEM DETALHE;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas FPS 60 - 40g; L'Oréal Paris;O Protetor Solar Facial Anti-rugas FPS 60 de L'Oréal Paris é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Possui filtros solares de altíssima eficácia que entregam alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares).   Dupla ação antienvelhecimento: sua fórmula é enriquecida com Ativo Hialurônico que hidrata a pele, reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora.  Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água.  Seu rosto até 30 vezes mais protegido do que se você não tivesse aplicado o produto.  Benefícios:  - Alta proteção contra raios UVA e UVB - Rosto até 30 vezes mais protegido. - Previne rugas e hidrata a pele, devido ao Ativo Hialurônico. - Previne o envelhecimento solar - Previne rugas e manchas solares - Rápida absorção - Oil-free  Modo de Usar:  Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.   A Linha:  Os Laboratórios L'Oréal Paris desenvolveram o Solar Facial Expertise que oferece proteção solar de amplo espectro contra os raios UVA, responsáveis pelo envelhecimento da pele, e UVB, que causam queimaduras solares. Previne a aparição de rugas, manchas solares e queimaduras provocadas pelo sol, preservando a elasticidade e a hidratação natural da pele. As fórmulas são resistentes à água, com textura leve de rápida absorção.;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas FPS 60 - 40g; L'Oréal Paris;SEM DETALHE;60
Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas FPS 60 - 40g; L'Oréal Paris;Protetor Facial Solar Expertise Antirrugas Fórmula aprovada por dermatologistas Benefícios Um protetor para cada necessidade Conheça a linha corporal Conheça a rotina antioleosidade de L'Oréal Paris O Protetor Solar Facial Anti-rugas FPS 60 de L'Oréal Paris é um protetor solar facial de uso diário desenvolvido para todos os tipos de pele. Possui filtros solares de altíssima eficácia que entregam alta proteção contra os raios UVA/UVB, prevenindo o envelhecimento cutâneo provocado pela exposição ao sol (rugas e manchas solares).   Dupla ação antienvelhecimento: sua fórmula é enriquecida com Ativo Hialurônico que hidrata a pele, reduzindo e prevenindo o surgimento de rugas graças a sua ação preenchedora.  Além de alta proteção UVA/UVB contra os efeitos do sol, possui textura leve e fácil de espalhar. Sua fórmula de alta tecnologia é de fácil aplicação, possui rápida absorção oil-free e resistência à água.  Seu rosto até 30 vezes mais protegido do que se você não tivesse aplicado o produto.  Benefícios:  - Alta proteção contra raios UVA e UVB - Rosto até 30 vezes mais protegido. - Previne rugas e hidrata a pele, devido ao Ativo Hialurônico. - Previne o envelhecimento solar - Previne rugas e manchas solares - Rápida absorção - Oil-free  Modo de Usar:  Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.   A Linha:  Os Laboratórios L'Oréal Paris desenvolveram o Solar Facial Expertise que oferece proteção solar de amplo espectro contra os raios UVA, responsáveis pelo envelhecimento da pele, e UVB, que causam queimaduras solares. Previne a aparição de rugas, manchas solares e queimaduras provocadas pelo sol, preservando a elasticidade e a hidratação natural da pele. As fórmulas são resistentes à água, com textura leve de rápida absorção.;60
