prod-descr;prod-marca;prod-detalhe;prod_fps
 Eucerin  Sun Oil Control Tinted FPS70 Médio - Protetor Solar Facial com Cor 50g ; Eucerin ;Protetor solar com cor para peles oleosas e com tendência à acne. Eucerin Sun Oil Control Tinted oferece alta proteção, cobertura e controle do brilho e oleosidade, com efeito matificante de longa duração por até 12 horas.O Protetor Solar Eucerin Sun Oil Control Tinted cobre imediatamente imperfeições da pele, com a opção de dois tons, claro e médio, para uma pele mais uniforme. Além disso, fornece proteção adicional ao combate de radicais livres causados pela luz visível e garante rápida absorção e toque seco.;70
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;Protetor solar facial para todos os tipos de pele, inclusive sensíveis e com áreas hiperpigmentadas. Com alta proteção, Eucerin Sun Pigment Control FPS 60 previne e reduz manchas causadas pelo sol.Protetor Solar FacialEucerin Sun Pigment Control FPS 60 possui a tecnologia Advanced Spectral Technology, um sistema de filtros UVA/UVB fotoestáveis que protege a natureza das células. Além de proteção e renovação celular, a fórmula ajuda a reduzir visivelmente áreas hiperpigmentadas e impedir seu reaparecimento.;60
 Eucerin  Sun Pigment Control Tinted FPS70 Claro - Protetor Solar Facial com Cor 50ml ; Eucerin ;Protetor solar facial. Eucerin Sun Pigment Control Tinted FPS70 oferece proteção solar e combate os radicais livres causados pela exposição à luz visível.O Protetor Solar Eucerin Sun Pigment Control Tinted FPS70 foi desenvolvido para oferecer proteção solar inovadora através do ADVANCED SPECTRAL TECHNOLOGY, um sistema de filtros UVA/UVB fotoestáveis e proteção biológica das células. Seu uso protege as camadas mais profundas da epiderme e combate os radicais livres responsáveis pelo envelhecimento precoce da pele.Sua textura é leve, de rápida absorção e pode ser usada sob a maquiagem.;70
 Eucerin  Sun Redutor de Linhas FPS 50 - Protetor Solar Facial 50g ; Eucerin ;Protetor solar facial para todos os tipos de pele. Eucerin Sun Fluido Redutor de Linhas FPS 50 traz alta proteção, suaviza rugas e melhora a aparência da pele.Protetor Solar FacialEucerin Sun Fluido Redutor de Linhas FPS 50 assegura proteção inovadora à exposição ao sol e hidratação intensa. Desenvolvido com a tecnologia Advanced Spectral, e sistema de filtros fotoestáveis UVA e UVB, seu espectro de proteção é ampliado.De leve e fácil aplicação, a fórmula também renova as defesas naturais da pele, devido à ação do Ácido Glicirretínico e combate os radicais livres com a ajuda do antioxidante Licochalcona A. Proporciona ainda uma pele hidratada, preenchida e com rugas suavizadas, tudo por conta do Ácido Hialurônico presente em sua composição.;50
 Eudora  CC Cream Bege Intenso FPS 50 - Protetor Solar 40g ; Eudora ;          Proteção duradoura para curtir um dia de sol sem preocupação.O CC Cream Protetor Solar FPS50 tem textura leve e confortável, e além de tudo, deixa a pele sequinha.                     Com FPS 50, ajuda a prevenir e reduzir os sinais que causam envelhecimento e ainda disfarça as imperfeições.                             ;50
 Eudora  Niina Secrets Niina Skin 12 em 1 FPS 50 - Sérum Facial Multiprotetor 30ml ; Eudora ;"Sérum facial para todos os tipos de pele. Eudora Niina Secrets Niina Skin 12 em 1 FPS 50 traz 12 benefícios em 1 produto para cuidar da pele e preparar para receber a maquiagem.O Sérum Facial Multiprotetor Eudora Niina Secrets Niina Skin 12 em 1 FPS 50 é indicado para tratar efazer a preparação da pele que vai receber a maquiagem e ainda protege o rosto contra os efeitos nocivos do sol.Inclui 12 benefícios em 1 produto e combina a exclusiva Tecnologia Skin Secrets com o ativo Bisabolol e FPS 50 que proporciona benefícios para a sua pele como:1- Proteção UVB;       2- FPUVA 18 | UVA+++;3- Textura ultra fluída e com toque seco;4- Controla a oleosidade ao longo do dia;5- Antioxidante: combate os radicais livres e previne o envelhecimento precoce;6- Uniformiza a textura da pele;7- Deixa a pele macia e suave;8- Protege contra a poluição;9- Minimiza os danos causados pelo infravermelho;10- Forma uma barreira que hidrata profundamente;11- Não deixa resíduos e nem muda a coloração da pele;12- Ele se adapta perfeitamente a todos os tons e tipos de pele.Nenhum produto Eudora é testado em animais.  ";50
 FQM  Protetor Solar Heliomax FPS 50 Fluido Sem Cor 50g ; FQM ;          Protetor Solar Heliomax FPS 50 Fluido 50g         ;50
 FQM  Protetor Solar Heliomax FPS 70 Gel Creme Claro 50g ; FQM ;Protetor Solar Heliomax FPS 70 Gel Creme Claro 50gHeliomax FPS 70 Médio é um protetor solar em gel creme com cor para uso diário. Oferece muito alta proteção contra queimaduras solares e protege a pele contra danos causados pela exposição excessiva ao sol e luzes artificiais, com controle de oleosidade e brilho por 12 horas.Ação clareadora e uniformizadora.Alta cobertura de maquiagem.Não pesa e não craquela.Toque seco.Protege contra as luzes artificiais.Controla a oleosidade e brilho por 12 horas.Reduz a aparência dos poros.Efeito mate.Como usar: Aplicar antes de cada exposição solar. Reaplicar sempre que necessário.;70
 FQM  Protetor Solar Heliomax FPS 70 Médio Escuro 50g ; FQM ;Protetor Solar Heliomax FPS 70 Médio Escuro 50gHeliomax FPS 70 é um protetor solar em gel creme com cor para uso diário. Oferece muito alta proteção contra queimaduras solares e protege a pele contra danos causados pela exposição excessiva ao sol e luzes artificiais, com controle de oleosidade e brilho por 12 horas.Ação clareadora e uniformizadora.Alta cobertura de maquiagem.Não pesa e não craquela.Toque seco.Protege contra as luzes artificiais.Controla a oleosidade e brilho por 12 horas.Reduz a aparência dos poros.Efeito mate.Como usar: Aplicar antes de cada exposição solar. Reaplicar sempre que necessário.;70
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;"Protetor solar com cor para peles mistas e oleosas. Garnier SkinActive Uniform & Matte Vitamina C FPS 50 protege do sol e corrige, com efeito matte.O Protetor Hidratante Facial Garnier SkinActive Uniform & Matte Vitamina C FPS 50 conta com com alta eficácia dermatológica, por um preço acessível. Sua fórmula tudo em 1, traz diversos benefícios em um só produto: conta com ação antioxidante e anti-manchas, da Vitamina C; tecnologia antioleosidade - com resultado matte; proteção solar com FPS 50 e propriedade hidratante. Está disponível em 4 cores diferentes que, graças a sua Tecnologia Camaleão, adapta-se ao subtom da sua pele e garante uma cobertura uniforme, sem acabamento acinzentado ou esbranquiçado. Correção de imperfeições, com hidratação, controle de oleosidade e resultado anti-manchas em um único produto? Temos!Fórmula aprovada por dermatologistas.";50
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;"Protetor solar com cor para peles mistas e oleosas. Garnier SkinActive Uniform & Matte Vitamina C FPS 50 protege do sol e corrige, com efeito matte.O Protetor Hidratante Facial Garnier SkinActive Uniform & Matte Vitamina C FPS 50 conta com com alta eficácia dermatológica, por um preço acessível. Sua fórmula tudo em 1, traz diversos benefícios em um só produto: conta com ação antioxidante e anti-manchas, da Vitamina C; tecnologia antioleosidade - com resultado matte; proteção solar com FPS 50 e propriedade hidratante. Está disponível em 4 cores diferentes que, graças a sua Tecnologia Camaleão, adapta-se ao subtom da sua pele e garante uma cobertura uniforme, sem acabamento acinzentado ou esbranquiçado. Correção de imperfeições, com hidratação, controle de oleosidade e resultado anti-manchas em um único produto? Temos!Fórmula aprovada por dermatologistas.";50
 ISDIN  Eryfotona AK-NMSC Fluid FPS 99 - Protetor Solar Facial 50ml ; ISDIN ;Protetor solar fluído com FPS 99 para peles extremamente sensíveis. ISDIN Eryfotona AK-NMSC Fluid FPS 99 bloqueia os danos causados pelos raios UVA e UVB e protege a pele durante a fase de tratamento médico. ISDIN Eryfotona AK-NMSC Fluid FPS 99 conta com a tecnologia DNA Repairsomes, composta por fotolíase encapsulada em lipossomas e filtros solares que previnem os danos causados ao DNA celular da pele pelos raios ultravioletas, como a queratose actínica (AK) ou o câncer de pele não melanoma (NMSC).A textura leve e fluída de ISDIN Eryfotona AK-NMSC Fluid FPS 99 é rapidamente absorvida pela pele e possui alta resistência à água.;99
 ISDIN  Eryfotona AK-NMSC Fluid FPS 99 - Protetor Solar Facial 50ml ; ISDIN ;          Protetor solar fluído com FPS 99 para peles extremamente sensíveis. ISDIN Eryfotona AK-NMSC Fluid FPS 99 bloqueia os danos causados pelos raios UVA e UVB e protege a pele durante a fase de tratamento médico.                               ISDIN Eryfotona AK-NMSC Fluid FPS 99 conta com a tecnologia DNA Repairsomes, composta por fotolíase encapsulada em lipossomas e filtros solares que previnem os danos causados ao DNA celular da pele pelos raios ultravioletas, como a queratose actínica (AK) ou o câncer de pele não melanoma (NMSC).                              A textura leve e fluída de ISDIN Eryfotona AK-NMSC Fluid FPS 99 é rapidamente absorvida pela pele e possui alta resistência à água.                             ;99
 ISDIN  Foto Ultra Active Unify FPS 99 - Protetor Solar Facial 50ml ; ISDIN ;Protetor solar facial com FPS 99 para todos os tipos de peles. ISDIN Foto Ultra Active Unify Fusion Fluid FPS 99 protege a pele dos raios solares. Clareia e unifica o tom da pele enquanto reduz e previne alterações pigmentares causadas pelo sol. Com fator altíssimo de proteção solar, ISDIN Foto Ultra Active Unify Fusion Fluid FPS 99 regula a produção de melanina e auxilia no bloqueio do processo de pigmentação. Sua textura fluída se funde à pele para uma aparência natural com toque suave e delicado. ;99
 ISDIN  Foto Ultra Age Repair 5 Stars FPS50 - Protetor Solar Facial 50ml ; ISDIN ;Protetor solar facial para todos os tipos de pele. ISDIN Foto Ultra Age Repair 5 Stars FPS 50 conta com tripla ação contra o fotoenvelhecimento: protege, repara e recupera a pele.ISDIN Foto Ultra Age Repair 5 Stars FPS 50 é um protetor solar facial em fase aquosa, com tripla ação contra o fotoenvelhecimento e ação antipoluição, textura ultraleve e rápida absorção para uso diário. Oferece alta proteção de FPS 50 que ajuda a prevenir os danos causados pelo sol. Além disso, auxilia a reparar os danos solares acumulados a nível celular e reverte os sinais visíveis de fotoenvelhecimento.Testado dermatologicamente.;50
 ISDIN  Foto Ultra Spot Prevent FPS 99 - Protetor Solar Facial 50ml ; ISDIN ;Protetor solar facial com FPS 99 para todos os tipos de pele. ISDIN Foto Ultra Spot Prevent Fusion Fluid FPS 99 protege a pele dos raios UVA e UVB. Possui altíssima proteção que previne o aparecimento de hiperpigmentações causadas pela exposição solar. O Protetor Solar Facial ISDIN Foto Ultra Spot Prevent Fusion Fluid FPS 99 ajuda a prevenir alterações na pigmentação da pele porque possui fator de proteção UVA 3 vezes maior do que o mínimo exigido para um FPS 50+ frente a radiação UVA, que a principal responsável pelas manchas escuras causadas pela exposição solar, o que contribui para um rosto com tom uniforme e homogêneo. Possui textura fluida devido a tecnologia Fusio Fluid® conferindo rápida absorção pela pele, conferindo incrível sensação de leveza e toque seco, além de ser resistente a água.Além de todos esses benefícios, o Protetor Solar FacialISDIN Foto Ultra Spot Prevent Fusion Fluid FPS 99 possui Ácido Hialurônico na sua formulação. Incrivelmente fantástico para te acompanhar na bolsa te deixando mais protegida.;99
 ISDIN  Fotoprotector Fusion Water 5 Stars FPS 60 - Protetor Solar Facial 50ml ; ISDIN ;Protetor solar facial para todos os tipos de peles, especialmente oleosas. ISDIN Fusion Water FPS 60 oferece alta proteção UVB/UVA ao rosto.O Protetor Solar ISDIN Fusion Water 5 Stars FPS 60 controla o excesso de oleosidade da pele através de uma textura leve e de rápida absorção que oferece toque seco graças a sua fórmula livre de óleos.A ação do protetorsolar ISDIN não deixa resíduos sobre a pele, é resistente à água e evita o ardor dos olhos. Tudo isso com uma sensação de frescor durante todo o uso. Ou seja, garante máximo conforto para você usar diariamente.Saiba mais sobre a linha  ISDIN Fusion Wateraqui!;60
 ISDIN  Fotoprotector Fusion Water FPS 60 - Protetor Solar Facial 30ml ; ISDIN ;Protetor solar facial para todos os tipos de pele, especialmente as mistas e oleosas. ISDIN Fotoprotector Fusion Water FPS 60 possui uma textura aquosa ultra leve, que é  absorvida imediatamente sem deixar resíduos, ideal para uso diário e atividades ao ar livre, alta proteção e controle da oleosidade.O Protetor Solar Facial ISDIN Fotoprotector Fusion Water FPS 60 tem a fórmula enriquecida com Ácido Hialurônico que promove hidratação prolongada da pele. Possui a tecnologia Wet Skin, que permite a aplicação sobre a pele molhada, sem alterar sua fotoproteção. Além de ser Sea Friendly, ou seja, seus ingredientes são biodegradáveis e/ou inorgânicos, ideal para não prejudicar os oceanos.Não irrita os olhos e é não comedogênico, ou seja, não obstrui os poros nem favorece a aparição de imperfeições, como cravos. Adquira já o seu e desfrute de uma fotoproteção completa e mais leve para cuidar da sua pele no dia a dia.;60
 ISDIN  Fusion Water 5 Stars FPS50 Color Clara - Protetor Solar Facial com Cor 50ml ; ISDIN ;Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.;50
 ISDIN  Fusion Water 5 Stars FPS50 Color Escura  - Protetor Solar Facial com Cor 50ml ; ISDIN ;Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.;50
 ISDIN  Fusion Water 5 Stars FPS50 Color Média - Protetor Solar Facial com Cor 50ml ; ISDIN ;Protetor solar facial com cor e acabamento matte. ISDIN Fusion Water Color proporciona uma cobertura natural e ampla proteção à pele.O Protetor SolarISDIN Fusion Water 5 Stars Color FPS 50 conta com uma textura ultraleve, de rápida absorção e à base de água, que ajuda no controle da oleosidade e ajuda a uniformizar o tom da pele e disfarçar imperfeições.A fórmula do Protetor Solar ISDIN com Cor é oftalmologicamente testada, não irrita os olhos e pode ser aplicado na pele molhada.Além de ser Sea Friendly, ou seja, é formulado para minimizar o impacto sobre o meio ambiente.;50
 ISDIN  Kit Isdin Protetor Solar Fusion Water 50ml + Sabonete de Limpeza 80ml ; ISDIN ;Kit ISDIN Protetor Solar Fusion Water 50ml + Sabonete de Limpeza 80mlDesenvolvido com a expertise da Isdin, líder em dermatologia e cuidados com a pele, este kit combina dois produtos especialmente formulados para atender às necessidades da pele oleosa.O Protetor Solar Facial Fusion Water FPS60 oferece uma proteção eficaz contra os raios solares prejudiciais, enquanto sua textura leve e não oleosa é perfeita para a pele propensa à oleosidade.Complementando essa proteção, o Sabonete Facial em Barra Isdin Acniben limpa profundamente a pele, removendo o excesso de oleosidade e impurezas, sem ressecar. Sua fórmula suave e eficaz ajuda a prevenir e tratar a acne, deixando a pele limpa, fresca e saudável.Como usar: Sabonete Oily Skin Acniben 1 Oil Control: Utilizar o produto de manhã e à noite como o primeiro passo de sua rotina facial.Umedeça o sabonete com água até formar espuma, aplique na pele úmida do rosto e pescoço e massageie suavemente.Enxágue bem.Uso externo.Protetor Solar Facial Isdin Fusion Water Control FPS 60: Aplicar uma quantidade generosa na pele da face seca ou molhada meia hora antes da exposição ao sol. Reaplicar a cada 2 horas. Repetir a aplicação após nadar, sudorese intensa ou secar-se com a toalha.;0
 ISDIN  UV Brush Mineral FPS50 - Protetor Solar Facial em Pó 2g ; ISDIN ;Protetor solar facial em pó. ISDIN UV Brush Mineral FPS 50 protege sua pele com acabamento matte e invisível que deixa a pele respirar.O Protetor Solar Facial em Pó ISDIN UV Brush Mineral FPS 50 possui ação antipoluição, protege contra o fotenvelhecimento, disfarça os poros e pode ser usado sobre a maquiagem. Pode ser usado por todos os tipos de pele, incluindo as sensíveis. Além disso, também proporciona proteção contra luz azul.;50
 Imecap  Actsun FPS60 - Protetor Solar Facial 50g ; Imecap ;Protetor solar facial. Imecap Actsun FPS60 possui uma textura suave de fácil aplicação que protege a pele e hidrata a cútis.O Protetor Solar Facial Imecap Actsun FPS60 traz ativos na fórmula que previnem a oxidação causada pelos raios uv, além de acalmar e tonificar a tez. Pode substituir o uso diário de base já que uniformiza o tom da pele e também pode ser aplicado como primer para maquiagem.;60
 Imecap  Protetor Solar Actsun FPS60 Pele Média com 50g ; Imecap ;Protetor Solar Imecap Actsun FPS60 Pele Média com 50gO Protetor Solar Facial Imecap Actsun possui uma textura suave e de fácil aplicação. contém vitamina e que proporciona hidratação e proteção da pele contra a oxidação causadas pelos raios uv e água thermal que acalma e tonifica a pele. Sua formulação dermatologicamente testada, contém uma composição de filtros solares adequada que garante uma alta proteção contra raios uva/uvb.Imecap actsun fps 60 facial é um protetor solar de uso diário especialmente desenvolvido para proteger sua pele dos efeitos nocivos causados pelas radiações uva/uvb, como queimaduras solares e envelhecimento precoce.uso: Aplicar sobre a pele limpa e seca. Aplique abundantemente antes da exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade. Reaplique sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol.;60
 L'Oréal Paris  Solar Expertise Antirrugas FPS30 - Protetor Solar Facial 40g ; L'Oréal Paris ;Protetor solar facial para todos os tipos de pele. L'Oréal Paris Solar Expertise Antirrugas FPS30 hidrata, ajuda a preencher os vincos da idade.O Protetor Solar Facial L'Oréal Paris Solar Expertise Antirrugas FPS30 apresenta o poderoso Ativo Hialurônico entre as grandes estrelas da composição. Seu uso diário auxilia no tratamento contra o envelhecimento precoce da pele, prevenindo os sinais do envelhecimento cutâneo provocado pela exposição ao sol, como rugas e manchas solares. Além de alta proteção UVA/UVB, possui textura leve e fácil de espalhar, com absorção oil-free e resistência à água.Dermatologicamente testado.;30
 L'Oréal Paris  UV Defender Antioleosidade FPS 60 - Protetor Solar Facial 40g ; L'Oréal Paris ;Protetor Solar facial para peles mistas e oleosas. L'Oréal Paris UV Defender Antioleosidade FPS 60 possui uma textura ultraleve, alta proteção e toque seco. Protetor Solar L'Oréal Paris UV Defender Antioleosidade garante controle da oleosidade e proporciona acabamento matte. Com fórmula enriquecida em ácido hialurônico, ainda mantém o rosto hidratado enquanto oferece proteção eficaz. ;60
 La Roche-Posay  Anthelios AE- Pigmentation FPS 50 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Protetor solar com cor para todos os tipos de pele. Anthelios AE- Pigmentation uniformiza o tom da pele, combate as rugas e linhas finas. O Protetor Solar La Roche-Posay Anthelios AE- Pigmentation oferece um cuidado diário e ação Redutor de Linhas para manter seu rosto completamente protegido dos raios UV e com uma aparência jovial e saudável. Anthelios Pigmentation reduz visivelmente as diferenças de tonalidade da pele enquanto deixa a pele mais firme e viçosa. ;50
 La Roche-Posay  Anthelios AE- Pigmentation FPS50 - Protetor Solar Facial 40g ; La Roche-Posay ;Protetor solar para todos os tipos de pele. La Roche-Posay Anthelios AE- Pigmentation oferece alta proteção contra os raios UVA/UVB e previne manchas.Protetor Solar La Roche-Posay Anthelios AE- Pigmentation preenche as rugas e linhas finas enquanto uniformiza o rosto. Além disso, sua fórmula possui alta resistência à água e não deixa a pele com o aspecto pegajoso ou oleoso ao longo do dia. ;50
 La Roche-Posay  Anthelios Airlicium FPS 30 - Protetor Solar Facial 50g ; La Roche-Posay ;          Protetor solar facial peles mistas e oleosas. La Roche-Posay Anthelios Arilicium protege da radiação UVA e UVB com ação antioleosidade. Mantém a pele protegida por até 9 horas com toque leve, como se a pele estivesse limpa.                               O Protetor Solar La Roche-Posay Anthelios Airlicium FPS 30 possui uma textura de gel-creme que é rapidamente absorvida e não deixa sensação pegajosa nem aumenta o brilho, além de suavizar a aparência de poros. Sua tecnologia ainda ajuda a controlar a umidade excessiva e resiste a umidade para que sua pele esteja sempre sequinha, confortável e protegida.          ;30
 La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ; La Roche-Posay ;Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS 70 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium FPS 70 possui toque seco, rápida absorção e espalhabilidade, cobertura natural e uniforme. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.;70
 La Roche-Posay  Anthelios Airlicium FPS 80 - Protetor Solar Facial 40g ; La Roche-Posay ;Protetor solar facial antioleosidade. La Roche-Posay Anthelios Airlicium FPS 80 protege a pele das agressões diárias dos raios UVA.O Protetor Solar Facial La Roche-Posay Anthelios Airlicium FPS 80 além da proteção, também possui efeito corretivo prolongado. Sua fórmula contém Água Termal de La Roche Posay, Tecnologia Airlicium e Mexoryl XL que juntas atuam no controle da oleosidade, acalmam e protegem a pele. ;80
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS80 protege e oferece um tratamento que reduz a oleosidade em 27% em apenas uma semana e 56% em um mês.O Protetor Solar Facial La Roche-Posay Anthelios Airlicium FPS80 possui uma textura fluida, ultra leve, de rápida absorção, não pesa, não escorre, não craquela e não deixa uma aparência pegajosa. Além disso, confere alta proteção solar e contra pigmentação causada pela luz visível.O Protetor SolarFacial La Roche-Posay Anthelios Airlicium FPS80 está disponível em 5 cores para peles brasileiras, proporcionando uma cobertura uniforme. Indispensável para a sua rotina, trazendo uma sensação de pele limpa e fresca por até 12 horas.;80
 La Roche-Posay  Anthelios Airlicium FPS80 Cor 2.0 - Protetor Solar com Cor 40g ; La Roche-Posay ;Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS80 protege e oferece um tratamento que reduz a oleosidade em 27% em apenas uma semana e 56% em um mês.O Protetor Solar Facial La Roche-Posay Anthelios Airlicium FPS80 possui uma textura fluida, ultra leve, de rápida absorção, não pesa, não escorre, não craquela e não deixa uma aparência pegajosa. Além disso, confere alta proteção solar e contra pigmentação causada pela luz visível.O Protetor SolarFacial La Roche-Posay Anthelios Airlicium FPS80 está disponível em 5 cores para peles brasileiras, proporcionando uma cobertura uniforme. Indispensável para a sua rotina, trazendo uma sensação de pele limpa e fresca por até 12 horas.;80
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 - Protetor Solar Facial 40ml ; La Roche-Posay ;Protetor solar facial. La Roche-Posay Anthelios Airlicium Fluido FPS 50 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium Fluido FPS 50 possui toque seco, rápida absorção e espalhabilidade. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.;50
 La Roche-Posay  Anthelios Airlicium Fluido FPS 50 Cor 2.0 - Protetor Solar Facial com Cor 40ml ; La Roche-Posay ;Protetor solar facial. La Roche-Posay Anthelios Airlicium Fluido FPS 50 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium Fluido FPS 50 possui toque seco, rápida absorção e espalhabilidade. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.;50
 La Roche-Posay  Anthelios Hydraox FPS60 - Protetor Solar 50ml ; La Roche-Posay ;Protetor solar para todos os tipos de pele. Com textura fluida, Anthelios Hydraox possui ação antioxidante e protege dos raios UV. Ultra resistente à água, o Protetor Solar Anthelios Hydraox La Roche-Posay conta com ação Redutor de Linhas enquanto mantém o rosto bem protegido com FPS 60. Hydraox é de fácil absorção, não oleoso e não pegajoso, ou seja, deixa sua pele com toque confortável e acabamento invisível durante o uso. ;60
 La Roche-Posay  Anthelios KA+MED FPS 99 - Protetor Solar 50g ; La Roche-Posay ;Protetor solar para peles sensíveis. La Roche-Posay Anthelios KA+MED FPS 99 auxilia na prevenção dos danos actínicos celulares no DNA.O Protetor Solar La Roche-Posay Anthelios KA+MED FPS 99 possui ação restauradora que oferece cuidado diário para peles sensíveis com alto risco de danos solares. Sua fórmula conta com Niacinamida, Pantenol, Vitamina E e Cellular-Defense™.;99
 La Roche-Posay  Anthelios UVMune400 Airlicium FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;Protetor solar facial para pele oleosa. La Roche-Posay Anthelios UVMune400 Airlicium FPS60 protege a pele do rosto contra os danos causados pelo sol, além de garantir 12h de controle de oleosidade.O Protetor Solar Facial La Roche-Posay Anthelios UVMune400 Airlicium FPS60 é um excelente aliado no combate ao envelhecimento precoce, pois evita o surgimento de manchas e vermelhidão. Além disso, resiste bem à água e ao suor, sem incomodar os olhos. Conta com textura fluida ultra invisível e não oleosa.;60
 La Roche-Posay  Anthelios UVMune400 FPS60 - Protetor Solar Facial 50ml ; La Roche-Posay ;Protetor solar facial. La Roche-Posay Anthelios UVMune400 FPS60 é ideal para todos os tipos de pele, confere uma resistente proteção para o rosto. Sua textura sem oleosidade é super fluida e deixa a pele muito mais confortável, sem ficar manchada.O Protetor Solar Facial La Roche-Posay Anthelios UVMune400 FPS60 protege contra os danos causados pelo sol, sendo um excelente aliado no combate ao envelhecimento precoce, pois evita o surgimento de manchas e vermelhidão. Além disso, resiste bem à água e ao suor, sem incomodar os olhos.;60
 La Roche-Posay  Anthelios Ultra Cover Cor 2.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor solar facial com cor. La Roche-Posay Anthelios Ultra Cover FPS 60 conta com 12 horas de cobertura sem craquelar e sem pesar na pele. O Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS 60 é o 1º protetor solar com performance de maquiagem, oferece alta proteção e 12 horas de cobertura de base em uma única camada. Possui toque seco e é oil free, a tecnologia inovadora por trás dos pigmentos faz com que a cobertura tenha maior durabilidade e um sensorial super agradável no rosto.;60
 La Roche-Posay  Anthelios Ultra Cover Cor 4.0 FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor solar facial com cor. La Roche-Posay Anthelios Ultra Cover FPS 60 conta com 12 horas de cobertura sem craquelar e sem pesar na pele. O Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS 60 é o 1º protetor solar com performance de maquiagem, oferece alta proteção e 12 horas de cobertura de base em uma única camada. Possui toque seco e é oil free, a tecnologia inovadora por trás dos pigmentos faz com que a cobertura tenha maior durabilidade e um sensorial super agradável no rosto.;60
 La Roche-Posay  Anthelios Ultra Cover Cor Clara FPS 60 - Protetor Solar Facial Com Cor 30g ; La Roche-Posay ;Protetor solar facial com cor. La Roche-Posay Anthelios Ultra Cover FPS 60 conta com 12 horas de cobertura sem craquelar e sem pesar na pele. O Protetor Solar Facial com Cor La Roche-Posay Anthelios Ultra Cover FPS 60 é o 1º protetor solar com performance de maquiagem, oferece alta proteção e 12 horas de cobertura de base em uma única camada. Possui toque seco e é oil free, a tecnologia inovadora por trás dos pigmentos faz com que a cobertura tenha maior durabilidade e um sensorial super agradável no rosto.;60
 La Roche-Posay  Anthelios XL Protect FPS 60 Clara - Protetor Solar com Cor 40g ; La Roche-Posay ;Protetor solar com cor para todos os tipos de pele. Com toque seco, Anthelios XL Protect FPS 60 uniformiza o tom e protege do envelhecimento precoce causado pela exposição solar. O Protetor Solar La Roche-Posay Anthelios XL Protect FPS 60 cobre as imperfeições e conta com fórmula de tecnologia reforçada com complexo antioxidante de alta eficácia, para garantir proteção fotoestável contra os raios UVA, UVB e radicais livres induzidos por agentes externos. Anthelios XL Protect 60 também não deixa a pele oleosa ou pegajosa após o uso.  ;60
