prod-descr;prod-;prod-comentario;prod-aval;analise_sentimento;sentimento;acuracidade
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;sabrina lopes ótimo produto cor: caramel faz promete, alta cobertura mim menos, acumular! amei! 4;4.7;{'label': '4 stars', 'score': 0.5883446335792542};positivo;0.5883446335792542
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;0 luciana c. cumpre promete cor espalha fica homogênea facilmente. toque realmente seco. brilho zero. perfeição;4.7;{'label': '1 star', 'score': 0.8738114237785339};negativo;0.8738114237785339
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;chegou perfeito estado!! além disso, livro incrível ? melhor corretivo vida cor: sand corretivo q craquela, deixa efeito natural apesar boa cobertura!! chegou 5 dias antes previsto!(muito bom). comprei cor sandy! ps: comprem tom escuro q vcs acham q vcs pq corretivo si claro aplica pele 1;4.7;{'label': '2 stars', 'score': 0.34896382689476013};negativo;0.34896382689476013
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;anne leticia maravilhoso cor: bege claro veio perfeito estado cor super deu certo rosto. super recomendo;4.7;{'label': '5 stars', 'score': 0.8417974710464478};positivo;0.8417974710464478
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;cliente amazon praticidade cobertura cor: neutralizer prático rápido usar.. esponja vem ajuda espalhar,porém precisa outra cobrir melhor. cobertura boa 2;4.7;{'label': '4 stars', 'score': 0.4043363332748413};positivo;0.4043363332748413
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;lucia pires pele hidratada cor: bege claro bom corretivo pele dia hidratação, vai marcar marcas existem. seca bastante pele, seca rápido. 4;4.7;{'label': '4 stars', 'score': 0.4521480202674866};positivo;0.4521480202674866
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;gisele setin maravilhoso prático cor: bege claro amo corretivo pois hidratante fácil aplicar.;4.7;{'label': '5 stars', 'score': 0.5948529839515686};positivo;0.5948529839515686
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;yasmin melhor corretivo cor: bege claro melhor corretivo usei, some completamente olheira.;4.7;{'label': '3 stars', 'score': 0.38870498538017273};neutro;0.38870498538017273
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;estter franco : ) amei produto! cor: bege claro cobertura perfeita fácil usar, aplicando bem pouquinho (pois gosto maquiagem efeito natural) consigo resultado bom! espetacular produto! 11;4.7;{'label': '5 stars', 'score': 0.6614453196525574};positivo;0.6614453196525574
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;franciele corretivo maravilhoso cor: sand corretivo bom, fácil usar, cobre bem imperfeições, acumula linhas selar pó. recomendo! 2;4.7;{'label': '5 stars', 'score': 0.7436420321464539};positivo;0.7436420321464539
Maybelline NY Corretivo Líquido Eraser Instant Age Rewind 150 Neutralizer, 5.9ml;Maybelline;chuteira ótima qualidade! ótima qualidade alta cobertura! cor: caramel primeiro produto testo maybelline, ganhei presente mãe, fiquei extremamente feliz corretivo, entrega cobertura alta deixa pele bonita natural, marca linhas expressões melhor exatamente tom!! recomendo ?????;4.7;{'label': '1 star', 'score': 0.39569979906082153};negativo;0.39569979906082153
Protetor Solar Facial com Cor Vichy – Capital Soleil Purify - Clara; Vichy;4 flávia a. rende muito, vale pena. rende muito, vale pena. sim, recomendo produto;4.7;{'label': '4 stars', 'score': 0.5704985857009888};positivo;0.5704985857009888
Protetor Solar Facial com Cor Vichy – Capital Soleil Purify - Clara; Vichy;2 jannie b. pele oleosa boa opção, dizendo antioleosidade. nunca seca pele, onde encontar vai ficar manchado. não, recomendo produto;4.7;{'label': '1 star', 'score': 0.39398425817489624};negativo;0.39398425817489624
Eucerin Sérum Facial Anti-Pigment - Dual Sérum 30Ml;Eucerin;renata achei ótimo!! gostei bastante, clareia pele.;4.7;{'label': '5 stars', 'score': 0.5271154642105103};positivo;0.5271154642105103
Eucerin Sérum Facial Anti-Pigment - Dual Sérum 30Ml;Eucerin;sonia c d morais satisfeita produto excelente. super recomendo.;4.7;{'label': '5 stars', 'score': 0.7552415132522583};positivo;0.7552415132522583
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 elisângela f. gostei produto adere bem pele fica textura sequinha. sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.5717162489891052};negativo;0.5717162489891052
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;laira b. ótima cobertura proteção! gostei muito!! sim, recomendo produto;4.7;{'label': '4 stars', 'score': 0.3963406980037689};positivo;0.3963406980037689
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;0 andreza c. cor adapta facilidade textura perfeita. sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.5786198973655701};negativo;0.5786198973655701
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 protetor perfeito pra pele oleosa. super sequinho protege muitoooo.;4.7;{'label': '5 stars', 'score': 0.8109685182571411};positivo;0.8109685182571411
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 entrega rápida. produto chegou bem embalado. eficaz fim destina.;4.7;{'label': '5 stars', 'score': 0.5280823111534119};positivo;0.5280823111534119
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 surpreendi, deixa toque seco pele, p sol cumpre promete, queimei, q bem branca. cheiro agradável. recomendo.;4.7;{'label': '4 stars', 'score': 0.49174222350120544};positivo;0.49174222350120544
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;katrielle aprovadíssimo. melasma testa, perto olho. algumas sol, outras hormonais. fiz uso ácido, efeito rebote. fim desisti tentar clarear, sempre usando hidratante protetor base pra evitar novas manchas tratar antigas. aí conheci produto, usando 15 dias, melhora nítida, pele viçosa brilho natural, clareando manchas. hidratação pele impecável. vale pena, melasma cura tratamento produto ajuda muitoooooooo. daqui 2 meses volto pra falar mais. edit: 3 meses uso, pele continua clareando. mancha dificuldade pra clarear, insistindo ???? venho contar clareou ela. 265;4.7;{'label': '2 stars', 'score': 0.3738747239112854};negativo;0.3738747239112854
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;katrielle aprovadíssimo. melasma testa, perto olho. algumas sol, outras hormonais. fiz uso ácido, efeito rebote. fim desisti tentar clarear, sempre usando hidratante protetor base pra evitar novas manchas tratar antigas. aí conheci produto, usando 15 dias, melhora nítida, pele viçosa brilho natural, clareando manchas. hidratação pele impecável. vale pena, melasma cura tratamento produto ajuda muitoooooooo. daqui 2 meses volto pra falar mais. edit: 3 meses uso, pele continua clareando. mancha dificuldade pra clarear, insistindo ???? venho contar clareou ela. 259;4.7;{'label': '2 stars', 'score': 0.3738747239112854};negativo;0.3738747239112854
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;rolando produto excelente qualidade produto funcionando bem, entregue data marcada.;4.7;{'label': '5 stars', 'score': 0.5925979614257812};positivo;0.5925979614257812
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;achadinhos alê protetor solar cor: médio vou bem sincera, ñ aparece video ficou bem amarelo esfarela, fiquei decepcionada pq nao deu certo pra pele q oleosa tom tbm nao deu certo. parece q nao funde pele, fica estranho, fica melecado tbm sendo q proposta “toque seco”. comprei outro cor claro, so q nao propostas diferentes, cor claro vdd nao fica cor nenhuma, passado protetor cor, vc vai espalhando vai sumindo, tbm oxidou pouco. nao deu certo pra mim! q caro. 1;4.7;{'label': '1 star', 'score': 0.4921126365661621};negativo;0.4921126365661621
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;caroline lula cumpre exatamente promete. cor: médio chegou corretamente, veio caixa ,somente dentro embalagem msm ,não proteção,ainda bem nada quebrar ... ,chegou avarias ,eu hoje encontrei nenhum protetor solar facial agrado ,mas amei ,tem toque seco fica pegajoso ,não muita fragrância cor adaptou tom pele ,será agora predileto ? ???? 1;4.7;{'label': '3 stars', 'score': 0.3610248267650604};neutro;0.3610248267650604
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;bruna melhor usei cor: claro protetor cor dúvidas melhor usei , cobre medida certa , fica grudando transferindo . acredito encontrei protetor cor tão bom . perfeito p mim. 3;4.7;{'label': '3 stars', 'score': 0.5554739236831665};neutro;0.5554739236831665
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;felype silva delfino excelente protetor. cor: claro excelente produto.;4.7;{'label': '5 stars', 'score': 0.7059626579284668};positivo;0.7059626579284668
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;carina protetor facial eucerin cor: médio gosto bastante. acho custo benefício bom, acho atrapalha oleosidade, deixa pele agradável durante uso arde olhos. gosto muito.;4.7;{'label': '3 stars', 'score': 0.5600045919418335};neutro;0.5600045919418335
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;renata pena oxida cor: claro 99% perfeito. maaaaaas, oxida fica pouco escuro pele. pra usar, parece bronzeei pouco rs. branquinha, então acredito peles claras vão adaptar cor. resto, toque seco, realmente pele fica brilhosa, arde olhos, cobertura leve (mas buscava). parece usando nada, sensação agradável pele. protetor cor brilhoso baixo, faz mágica tirar excesso brilho rs. ahh, pele normal. 4;4.7;{'label': '2 stars', 'score': 0.35267162322998047};negativo;0.35267162322998047
Eucerin, Protetor Solar Facial Oil Control Tinted com Cor FPS70 50g;Eucerin;zilverlan produto excelente cor: médio fácil aplicação, bem compacto funcionado perfeitamente compare manchas rosto. indico produto sofre manchas rosto (melasma). 1;4.7;{'label': '3 stars', 'score': 0.3963138461112976};neutro;0.3963138461112976
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 ótimo pessoas pele oleosa cheia espinhas. hidrata deixa pele engordurado. pessoas negras, deixa pele pouco esbranquiçada. fica igual fantasminha, dá perceber pele uns dois tons branca. tempo, assenta. ajuda controlar oleosidade senti deu boa melhorada pele. bico dosador ótimo faz sair monte produto atoa.em resumo, tudo!!! 1;4.7;{'label': '1 star', 'score': 0.4887642562389374};negativo;0.4887642562389374
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;katrielle aprovadíssimo. melasma testa, perto olho. algumas sol, outras hormonais. fiz uso ácido, efeito rebote. fim desisti tentar clarear, sempre usando hidratante protetor base pra evitar novas manchas tratar antigas. aí conheci produto, usando 15 dias, melhora nítida, pele viçosa brilho natural, clareando manchas. hidratação pele impecável. vale pena, melasma cura tratamento produto ajuda muitoooooooo. daqui 2 meses volto pra falar mais. edit: 3 meses uso, pele continua clareando. mancha dificuldade pra clarear, insistindo ???? venho contar clareou ela. 257;4.7;{'label': '2 stars', 'score': 0.3738747239112854};negativo;0.3738747239112854
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;isis diniz bom falar resultados porque 15d uso, textura super agradável bom rendimento. apesar pacote ter vindo lacrado, produto tava caixa. sobre entrega, acho poderia ter sido rápido melhorar sistema rastreamento. 1;4.7;{'label': '3 stars', 'score': 0.3940482437610626};neutro;0.3940482437610626
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;katrielle aprovadíssimo. melasma testa, perto olho. algumas sol, outras hormonais. fiz uso ácido, efeito rebote. fim desisti tentar clarear, sempre usando hidratante protetor base pra evitar novas manchas tratar antigas. aí conheci produto, usando 15 dias, melhora nítida, pele viçosa brilho natural, clareando manchas. hidratação pele impecável. vale pena, melasma cura tratamento produto ajuda muitoooooooo. daqui 2 meses volto pra falar mais. edit: 3 meses uso, pele continua clareando. mancha dificuldade pra clarear, insistindo ???? venho contar clareou ela. 261;4.7;{'label': '2 stars', 'score': 0.3738747239112854};negativo;0.3738747239112854
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;meire produto interessante recebi produto rapidamente, veio bem embalado. acredito cumpre promete. possui textura bem leve. desliza fácil pele rapidamente absorvido. oara passar protetor solar cima tranquilo. fica pesado. bom produto. espero ajude clarear melasmas. 2;4.7;{'label': '4 stars', 'score': 0.6009383797645569};positivo;0.6009383797645569
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;lediane produto excelente ótimo produto manchas melasma. irritou pele. recomendo. 1;4.7;{'label': '5 stars', 'score': 0.6049471497535706};positivo;0.6049471497535706
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;mary bom produto chegou hoje bem embalado, gostei porque caixinnha creme lacre, vou começar hoje tratamento volto aqui avaliar realmente funciogna. quase mês posso dizer mim creme ajudando melhorar marcas melasma, pois perdido esperança cremes desse tipo, usado algumas marcas recomendas dermatologista manchava pele ora branco vezes ficava marrom desistido creme, encontrei muitas avaliações positivas resolvi comprar, faz milagre tá ajudando, experimentei sei barato vale pena tentar. 1;4.7;{'label': '5 stars', 'score': 0.3833503723144531};positivo;0.3833503723144531
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;renata achei ótimo!! gostei bastante, clareia pele.;4.7;{'label': '5 stars', 'score': 0.5271154642105103};positivo;0.5271154642105103
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;matheus bom esperei pouco pra avaliar, posso afirmar fato produto cumpre promete, clareia mancha! umas manchas melasma parte lateral rosto, clareou bastante, 25 dias usando posso dizer clareou muito, passo apenas manchas, 2 vezes dia, uso protetor mesma marca cor , fato ajudando muito! comprem medo, investimento retorno 8;4.7;{'label': '4 stars', 'score': 0.22468750178813934};positivo;0.22468750178813934
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;tainá alves silva efeito produto bom, caro pouco efeito;4.7;{'label': '3 stars', 'score': 0.4830353856086731};neutro;0.4830353856086731
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;ana eucerin antipgment usava dia, achei parecido, caro espero melhor.;4.7;{'label': '3 stars', 'score': 0.3621559143066406};neutro;0.3621559143066406
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;kenia silva anti oleosidade amei produto;4.7;{'label': '4 stars', 'score': 0.2627454102039337};positivo;0.2627454102039337
Sérum Facial Clareador Eucerin Anti-Pigment Dual Serum 30ml;Eucerin;ainda testei, reclamação fazer. embalagem deste produto veio rasgada, alguma forma mecheram nela rasgaram antes. paguei caro produto mínimo esperava embalagem parecece violada. defeito deve admitido ainda testei, reclamação fazer. embalagem deste produto veio rasgada, alguma forma mecheram nela rasgaram antes.paguei caro produto mínimo esperava embalagem parecece violada. 1;4.7;{'label': '1 star', 'score': 0.8403711318969727};negativo;0.8403711318969727
Protetor Solar Facial com Cor Vichy – Capital Soleil Purify - Clara; Vichy;0 vivian s. confortável rende bem pele clara cor ficou ótima! precisa espalhar bem. aconselho passar protetor incolor baixo. borrifo antioxidante rosto antes protetores, sei ajuda impressão. pele mista/oleosa fica sequinho dia todo não. umas 4h brilho rosto, nada demais. brilho bem natural, fica parecendo pele oleosa. selei pó porque prefiro aparência natural. transfere pouquinho, então borrifo fixador maquiagem resolve pro dia todo. textura densa, assim confortável usar. deu espinhas. sim, recomendo produto;4.7;{'label': '2 stars', 'score': 0.3369286358356476};negativo;0.3369286358356476
Protetor Solar Facial com Cor Vichy – Capital Soleil Purify - Clara; Vichy;alda c. sim, recomendo produto;4.7;{'label': '5 stars', 'score': 0.4229927062988281};positivo;0.4229927062988281
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 helena p. proteje vdd pele uniformiza totalmente muita naturalida achei bem.interessante. cobertura excelente. deixa pele aveludada, faltou brilhozinho glamour! sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.4118446409702301};negativo;0.4118446409702301
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 ótimo pessoas pele oleosa cheia espinhas. hidrata deixa pele engordurado. pessoas negras, deixa pele pouco esbranquiçada. fica igual fantasminha, dá perceber pele uns dois tons branca. tempo, assenta. ajuda controlar oleosidade senti deu boa melhorada pele. bico dosador ótimo faz sair monte produto atoa.em resumo, tudo!!!;4.7;{'label': '1 star', 'score': 0.43678155541419983};negativo;0.43678155541419983
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 ótimos produtos c baixo custo. perde entrega, rastreamento consta 2 vezes aqui casa, sendo q 2 dias vieram. recebi dps q fiz reclamação app, 1 dia dps prazo.;4.7;{'label': '1 star', 'score': 0.7294244766235352};negativo;0.7294244766235352
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;0 laira b. ótima cobertura proteção! gostei muito!! sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.3634197413921356};negativo;0.3634197413921356
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;0 joanna g. tudo esperava achei seco. desliza pele. sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.9164541363716125};negativo;0.9164541363716125
Protetor Solar Skinceuticals - UV Oil Defense FPS 80 Tinted - Universal; Skinceuticals;fabiola r. logo voltarei comprar novamente bom, cobre rosto base além proteger bastante desse sol escaldante. sim, recomendo produto;4.7;{'label': '3 stars', 'score': 0.414289265871048};neutro;0.414289265871048
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;audrey s. protetor solar cor baixa cobertura dia dia. base baixa cobertura protetor solar, perfeita dia dia, sinto rosto. glow, então selada pele oleosa igual minha, incomoda. amei, melhor stick caríssimo ai. ah, exatamente tom pele (primeira base encontro deu match tom). cheiro perfeito, lembra tutti frutti. sim, recomendo produto;4.7;{'label': '2 stars', 'score': 0.320157527923584};negativo;0.320157527923584
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 paula q. poderia ter cobertura maior porque melasma cobre. sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.8119337558746338};negativo;0.8119337558746338
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 jaylma s. proteção substâncias ótima cobertura, pele seca brilho. fácil aplicar alta proteção contra sol. sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.6079723834991455};negativo;0.6079723834991455
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;daniela p. protetor ótimo. transfere. protege mesmo. uso faz uns 3 anos. cor alta cobertura. pode usado base tranquilo sim, recomendo produto;4.7;{'label': '5 stars', 'score': 0.4592713713645935};positivo;0.4592713713645935
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 camila b. maravilhoso! fico sem. único usei sai suor. sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.6209332942962646};negativo;0.6209332942962646
Protetor Solar Facial Com Cor Pink Stick FPS90 - 5km; Pink Cheeks;0 leticia s. muito...mais bom ?! fico ! sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.547263503074646};negativo;0.547263503074646
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;0 vitória b. comprem época cosméticos comprem época entregam produtos respondem e-mails dão satisfação cliente sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.7862197756767273};negativo;0.7862197756767273
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;daniela p. simplesmente amei! protetor solar solar perfeito, deixa pele oleosa. excelente! sim, recomendo produto;4.7;{'label': '5 stars', 'score': 0.6391348838806152};positivo;0.6391348838806152
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;0 fátima n. ótima penetração excelente, penetra bem pele. gostei indico. sim, recomendo produto;4.7;{'label': '3 stars', 'score': 0.23841120302677155};neutro;0.23841120302677155
Protetor Solar Facial Shiseido – Expert Sun Protection Lotion FPS50+ - 150ml; Shiseido;0 vitória f. comprem época cosméticos comprem época entregam produtos respondem e-mails dão satisfação cliente sim, recomendo produto;4.7;{'label': '1 star', 'score': 0.8105691075325012};negativo;0.8105691075325012
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 diferencial aplicador, faz gastar apenas precisa facilita hora usar. pegajoso. 1;4.7;{'label': '1 star', 'score': 0.5983749032020569};negativo;0.5983749032020569
Protetor Solar Facial Cenoura & Bronze Fps 30 50G;Coty;"fps70 ótimo custo benefício; rosto oleoso fica sequinho; ótimo cheiro; irmã rosto seco ficou bom 5";4.7;{'label': '2 stars', 'score': 0.3719167113304138};negativo;0.3719167113304138
Protetor Solar Facial Cenoura & Bronze Fps 30 50G;Coty;fps70 protetor solar perfeito. pele oleosa fica toque seco, nada oleoso. usei outros valor bem oleosos, criavam espinhas. usei isdin ótimo fica leve igual pele, porém metade preço então custo benefício bom. super recomendo.;4.7;{'label': '5 stars', 'score': 0.6921175718307495};positivo;0.6921175718307495
Protetor Solar Facial Cenoura & Bronze Fps 30 50G;Coty;fps70 pessoas compraram protetor avaliam mal. principal queixa relação oleosidade. fato, mentindo. princípio, deixa pele bem brilhante, porém, pouco efeito passa, deixando aspecto rosto bem natural, efeito base, diria (ele cor). possui efeito hidrante, eficaz proteção, promete ajudar preservação colágeno possui aplicado superfuncional, adoro! atenção: fica esbranquiçado início, então deve aplicar calma.;4.7;{'label': '2 stars', 'score': 0.3579738140106201};negativo;0.3579738140106201
Protetor Solar Facial Cenoura & Bronze Fps 30 50G;Coty;fps 30 primeira vez usando marca gostei desse querido. decidi pegar 30fps qnd acabou encontrava mesma marca, pq 60fps loreal, adaptei bem extremamente oleoso cheiro forte, preferindo utilizar somente dias extremos. ótima escolha, cheiro suave gostosinho, textura ótima, vc sente protege deixar rosto oleoso visguento, aplicador econômico si é, porque textura grossinha, porém q espalha super bem mantém pele aspecto natural, além proteger horrores. recomendo irei comprar vezes. 4;4.7;{'label': '4 stars', 'score': 0.5826257467269897};positivo;0.5826257467269897
Protetor Solar Facial Cenoura & Bronze Fps 30 50G;Coty;fps50 logo passa fica pouco oleoso pele, pouco tempo absorve fica sequinho. gostei muito.;4.7;{'label': '3 stars', 'score': 0.3523193895816803};neutro;0.3523193895816803
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps 30 primeira vez usando marca gostei desse querido. decidi pegar 30fps qnd acabou encontrava mesma marca, pq 60fps loreal, adaptei bem extremamente oleoso cheiro forte, preferindo utilizar somente dias extremos. ótima escolha, cheiro suave gostosinho, textura ótima, vc sente protege deixar rosto oleoso visguento, aplicador econômico si é, porque textura grossinha, porém q espalha super bem mantém pele aspecto natural, além proteger horrores. recomendo irei comprar vezes. 3;4.7;{'label': '3 stars', 'score': 0.29731208086013794};neutro;0.29731208086013794
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps 30 primeira vez usando marca gostei desse querido. decidi pegar 30fps qnd acabou encontrava mesma marca, pq 60fps loreal, adaptei bem extremamente oleoso cheiro forte, preferindo utilizar somente dias extremos. ótima escolha, cheiro suave gostosinho, textura ótima, vc sente protege deixar rosto oleoso visguento, aplicador econômico si é, porque textura grossinha, porém q espalha super bem mantém pele aspecto natural, além proteger horrores. recomendo irei comprar vezes. 4;4.7;{'label': '4 stars', 'score': 0.5826257467269897};positivo;0.5826257467269897
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;"fps70 chamou atenção nesse protetor fps 70. ainda visto fator proteção alto protetor solar barato. pele absorveu bem rápido fiquei rosto branco tendo passado quantidade generosa produto. outro diferencial bico dosador. facilita aplicação espero ajude produto acabando. dei 5 estrelas porque comparando protetor neutrogena, deixa pele sensação aveludada, pra mim característica importante, vez pele oleosa pra mim quanto sequinha pele, melhor. prefere rosto pouco viço, deve gostar. apenas questão gosto, problema marca; deixaria usar causa disso. preço paguei entregou esperava.";4.7;{'label': '5 stars', 'score': 0.46095913648605347};positivo;0.46095913648605347
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 recomendo,achei testura qualidade excelente, parece protege bem, cheiro suave, deixa pele esbranquiçada.eu recomendo...;4.7;{'label': '5 stars', 'score': 0.6223965883255005};positivo;0.6223965883255005
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;"fps70 ótimo custo benefício; rosto oleoso fica sequinho; ótimo cheiro; irmã rosto seco ficou bom 4";4.7;{'label': '2 stars', 'score': 0.3738247752189636};negativo;0.3738247752189636
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 diferencial aplicador, faz gastar apenas precisa facilita hora usar. pegajoso.;4.7;{'label': '1 star', 'score': 0.4806387424468994};negativo;0.4806387424468994
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps 30 primeira vez usando marca gostei desse querido. decidi pegar 30fps qnd acabou encontrava mesma marca, pq 60fps loreal, adaptei bem extremamente oleoso cheiro forte, preferindo utilizar somente dias extremos. ótima escolha, cheiro suave gostosinho, textura ótima, vc sente protege deixar rosto oleoso visguento, aplicador econômico si é, porque textura grossinha, porém q espalha super bem mantém pele aspecto natural, além proteger horrores. recomendo irei comprar vezes. 2;4.7;{'label': '2 stars', 'score': 0.26968857645988464};negativo;0.26968857645988464
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;"fps70 ótimo custo benefício; rosto oleoso fica sequinho; ótimo cheiro; irmã rosto seco ficou bom 5";4.7;{'label': '2 stars', 'score': 0.3719167113304138};negativo;0.3719167113304138
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 protetor solar perfeito. pele oleosa fica toque seco, nada oleoso. usei outros valor bem oleosos, criavam espinhas. usei isdin ótimo fica leve igual pele, porém metade preço então custo benefício bom. super recomendo.;4.7;{'label': '5 stars', 'score': 0.6921175718307495};positivo;0.6921175718307495
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps70 pessoas compraram protetor avaliam mal. principal queixa relação oleosidade. fato, mentindo. princípio, deixa pele bem brilhante, porém, pouco efeito passa, deixando aspecto rosto bem natural, efeito base, diria (ele cor). possui efeito hidrante, eficaz proteção, promete ajudar preservação colágeno possui aplicado superfuncional, adoro! atenção: fica esbranquiçado início, então deve aplicar calma.;4.7;{'label': '2 stars', 'score': 0.3579738140106201};negativo;0.3579738140106201
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;fps50 logo passa fica pouco oleoso pele, pouco tempo absorve fica sequinho. gostei muito.;4.7;{'label': '3 stars', 'score': 0.3523193895816803};neutro;0.3523193895816803
Cenoura e Bronze Kit Protetor Solar Corpo Fps 30 110Ml + Facial Fps 50 50G;Coty;karime tota bom custo benefício entrega rápida sempre amazon falha nisso. ainda testei produto, cheiro bem suave praia particularmente gosto. espero dê certo tipo pele, bom preço mantenha.;4.7;{'label': '5 stars', 'score': 0.4351537823677063};positivo;0.4351537823677063
