prod_descricao;prod_marca;prod_avaliacao;prod_comentario
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;ALEX SILVA LIMA Protetor    Cor: Morena  achei q seca rápido, restante produto qualidade. 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Natália Bastos Produto excelente.    Cor: Clara  Sempre compro protetor solar. Sequinho, cor uniforme. fica negócio laranja. adequada cor. entrega super rápida. Comprei sexta-feira entregue domingo. Porém entregue mãos. jogado escada. Único ponto negativo. 2 pessoas acharam útil 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Viviane Cristine Silva Aprovado!    Cor: Clara  Resolvi testar protetor cor La Roche Posay pois pouco barato costumo usar. Gostei bastante. Geralmente, uso preciso reaplicar tarde porque testa bem oleosa. deixou pele oleosidade quase dia todo trabalho. cobertura alta, passando pó compacto disfarça bem manchas sol acne. 1 pessoa achou útil 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Sonia Corrêa Protetor solar gel creme    Cor: Morena  Uso anos sempre indico. Principalmente gel creme. Excelente opção peles oleosas Principalmente c espinhas. 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;mile protetor bem sequinho    Cor: Morena  gostei textura, cor deu certinha tom melequento outros protetores 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Renata L R Produto Excelente    Cor: Clara  Então, maioria produtos dessa marca, seca rápido. Então atentar passar logo, deixar antes espalhar rosto. fico impressionada embalagens feitas você, querer, derramar precisa. Tirando isso, produto impecável, cobertura média, cobra tudo, dá aparência uniformidade pele. notei dura bastante tempo rosto sai tanto transpiro academia, exemplo. 14 pessoas acharam útil 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Carla Perfeito    Cor: Morena  Ótima cobertura proteção. 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Excelente Excelente    Cor: Clara  Perfeito 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Ivimove Protetor cor Anthelios    Cor: Clara  Ótima proteção. cor ficou ótima. deixa pele oleosa, serve base maquiagem dia-a-dia. 2 pessoas acharam útil 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Júlia Ribeiro CUMPRE PROMETE    Cor: Morena  CUMPRE PROMETE FÁCIL APLICAR DEIXA PELE SUAVE 
La Roche-Posay, Protetor Solar Facial com cor Anthelios XL-Protect, FPS60, Rápida Absorção, Textura Gel Creme, 40g;L'oréal DCA BR;4.6;Cristiane Excelente    Cor: Morena  Excelente!!! 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Daniela Qualidade!!!    Cor: Cor 2.0  Olá, pele oleosa. achei cobertura excelente, parece base, durar dia todo aparecer testa oleosa precisa selar pó. Recomendo produto, fico sem. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Lucy Surpreendeu positivamente    Cor: Cor 3.0  Gostei produto, boa cobertura, parda cor 3.0 deu certinho, recebi elogios, pele fica bem bonita. relação oleosidade nunca usei produto sozinho verificar, achei pegajoso seca rápido, uso faço conjunto outros produtos, deu certo (costumo dar selada pouco pó banana antes aplicar protetor uso dermopure oil control eucerin). Base noite mesmo, porque dia uso ele. 2 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;priscila Maravilhoso, alta cobertura seca rápido!    Cor: Cor 2.0  Corretivo cor, consistência líquida, altíssima cobertura (nem usado base) surpreendentemente pele fica sequinha ele! pesa. Gostei muito, aprovadíssimo! 5 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ariane bom protetor    Cor: Cor 2.0  caixa veio mal embalada então amassada conforme fotos, danificou produto. protetor bom, postei foto onde base, somente pó banana cima. cobre bem, fuido, cheiro protetor comum, craquela, achei pesado, fica corbertura bem glow, transfere usando bastante pó cima, acho único defeito. 3 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Lediane Super recomendo.    Cor: Cor 2.0  Produto excelente, alta cobertura, textura ótima, uso dia dia, dura dia todo, uniformiza bem tom pele. Recomendo. 2 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Naia Martins Excelente qualidade    Cor: Cor 4.0  Primeiro protetor solar cor adaptou corretamente tom pele. tranquilo aplicar, incomoda longo dia. tanta resistência suor, assim gostei compraria novo. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ingrid J Pastori Melhor protetor base tive! olha testei muitos!    Cor: Cor 2.0  pele fica veludo, uso base elogiada! selo pó, fica perfeito dia todo. Compre medo 2 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Lucy Surpreendeu positivamente    Cor: Cor 3.0  Gostei produto, boa cobertura, parda cor 3.0 deu certinho, recebi elogios, pele fica bem bonita. relação oleosidade nunca usei produto sozinho verificar, achei pegajoso seca rápido, uso faço conjunto outros produtos, deu certo (costumo dar selada pouco pó banana antes aplicar protetor uso dermopure oil control eucerin). Base noite mesmo, porque dia uso ele. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Paula Cobertura excelente pouco oleoso    Cor: Cor 5.0  Tom pele pessoa morena mesmo! 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 17 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 12 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ariane bom protetor    Cor: Cor 2.0  caixa veio mal embalada então amassada conforme fotos, danificou produto. protetor bom, postei foto onde base, somente pó banana cima. cobre bem, fuido, cheiro protetor comum, craquela, achei pesado, fica corbertura bem glow, transfere usando bastante pó cima, acho único defeito. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Luiza Amo paixão    Cor: Cor 2.0  amoooo protetor. deixa aparência pele linda. pele oleosa vai gostar. pele mista acho ok selar pouquinho pó. Transfere longo dia, incomoda pq deixa pele linda. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Lucy Surpreendeu positivamente    Cor: Cor 3.0  Gostei produto, boa cobertura, parda cor 3.0 deu certinho, recebi elogios, pele fica bem bonita. relação oleosidade nunca usei produto sozinho verificar, achei pegajoso seca rápido, uso faço conjunto outros produtos, deu certo (costumo dar selada pouco pó banana antes aplicar protetor uso dermopure oil control eucerin). Base noite mesmo, porque dia uso ele. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;priscila Maravilhoso, alta cobertura seca rápido!    Cor: Cor 2.0  Corretivo cor, consistência líquida, altíssima cobertura (nem usado base) surpreendentemente pele fica sequinha ele! pesa. Gostei muito, aprovadíssimo! 2 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Rosângela Maravilhoso    Cor: Cor 2.0  Perfeito, protege disfarça imperfeições pele pesar. Amooo 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;cheiro suave, lavar bem roupas bebê. bom    Cor: Cor 3.0  Produto chegou data certa, porém veio aberto caixinha lacre. textura boa cobre imperfeições rosto cheiro suave. cor pele palita, cor bronzeado escolhe 3.0 deu certo, ficou fundo alaranjado. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;"mabytriz18 Amei    Cor: Cor 2.0  Gostei cobertura; deixa pele leve. Chegou tempo forma "
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Cliente Kindle favorito    Cor: Cor 2.0  uso protetor solar facial dessa marca comprei ultracover após indicação dermatologista internet, porém gostei. Ficou acabamento esbranquiçado pele aparente efeito mate. Prefiro resultados suaves outras linhas mesma marca. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 8 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Bárbara Melo Boa qualidade    Cor: Cor 2.0  Cobertura média alta. Boa duração pra mim melasma, clareia bem manchas. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Nathália Base    Cor: Cor 3.0  base protetor solar maravilhosa, indico dúvidas alta cobertura pele contar cor fica bem natural. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 4 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ingrid J Pastori Melhor protetor base tive! olha testei muitos!    Cor: Cor 2.0  pele fica veludo, uso base elogiada! selo pó, fica perfeito dia todo. Compre medo 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Stephanny Camilly Cunha Silva boa cobertura    Cor: Cor 3.0  Gostei bastante cobertura desse protetor, fica bem confortável pele, sensação oleoso sensação ressecado. entanto, cor 3 fica pouco esbranquiçada tom pele, sendo cor adequada. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Jaqueline Saldanha Sensacional    Cor: Cor 2.0  Realmente cobertura parece base! Uso agora invés base usava tradicionalmente. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Jaqueline Saldanha Sensacional    Cor: Cor 2.0  Realmente cobertura parece base! Uso agora invés base usava tradicionalmente. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ariane bom protetor    Cor: Cor 2.0  caixa veio mal embalada então amassada conforme fotos, danificou produto. protetor bom, postei foto onde base, somente pó banana cima. cobre bem, fuido, cheiro protetor comum, craquela, achei pesado, fica corbertura bem glow, transfere usando bastante pó cima, acho único defeito. 2 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ótimo! Cobertura    Cor: Cor 2.0  Muita gente falando cobre TUDO, bem assim. Cobertura mediana, afinal protetor cor. deixou oleosa, sinceramente achei nada demais! 3 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Paula Excelente    Cor: Cor 3.0  Além SPF Alto, boa cobertura pele fica sequinha 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 10 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 5 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Cliente Kindle favorito    Cor: Cor 2.0  uso protetor solar facial dessa marca comprei ultracover após indicação dermatologista internet, porém gostei. Ficou acabamento esbranquiçado pele aparente efeito mate. Prefiro resultados suaves outras linhas mesma marca. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Mari La Roche-Posay, Ultra Cover, Protetor Solar Cor - Muito, bom!    Cor: Cor 3.0  melhores bases cor proteção solar disponíveis mercado. Boa relação custo-benefício. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Luiza Amo paixão    Cor: Cor 2.0  amoooo protetor. deixa aparência pele linda. pele oleosa vai gostar. pele mista acho ok selar pouquinho pó. Transfere longo dia, incomoda pq deixa pele linda. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ariane bom protetor    Cor: Cor 2.0  caixa veio mal embalada então amassada conforme fotos, danificou produto. protetor bom, postei foto onde base, somente pó banana cima. cobre bem, fuido, cheiro protetor comum, craquela, achei pesado, fica corbertura bem glow, transfere usando bastante pó cima, acho único defeito. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 18 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Cliente Amazon Amooo! Melhor protetor cor ?    Cor: Cor 2.0  uso tempo encontrei aqui preço ótimo. maravilhoso, protege deixa pele oleosa. Além cobrir bem algumas manchinhas tenho. Perfeitoooo 5 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 6 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;priscila Maravilhoso, alta cobertura seca rápido!    Cor: Cor 2.0  Corretivo cor, consistência líquida, altíssima cobertura (nem usado base) surpreendentemente pele fica sequinha ele! pesa. Gostei muito, aprovadíssimo! 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ótimo! Cobertura    Cor: Cor 2.0  Muita gente falando cobre TUDO, bem assim. Cobertura mediana, afinal protetor cor. deixou oleosa, sinceramente achei nada demais! 2 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ingrid J Pastori Melhor protetor base tive! olha testei muitos!    Cor: Cor 2.0  pele fica veludo, uso base elogiada! selo pó, fica perfeito dia todo. Compre medo 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Daniela Qualidade!!!    Cor: Cor 2.0  Olá, pele oleosa. achei cobertura excelente, parece base, durar dia todo aparecer testa oleosa precisa selar pó. Recomendo produto, fico sem. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 10 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 12 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;priscila Maravilhoso, alta cobertura seca rápido!    Cor: Cor 2.0  Corretivo cor, consistência líquida, altíssima cobertura (nem usado base) surpreendentemente pele fica sequinha ele! pesa. Gostei muito, aprovadíssimo! 3 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Ariane bom protetor    Cor: Cor 2.0  caixa veio mal embalada então amassada conforme fotos, danificou produto. protetor bom, postei foto onde base, somente pó banana cima. cobre bem, fuido, cheiro protetor comum, craquela, achei pesado, fica corbertura bem glow, transfere usando bastante pó cima, acho único defeito. 4 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Stephanny Camilly Cunha Silva boa cobertura    Cor: Cor 3.0  Gostei bastante cobertura desse protetor, fica bem confortável pele, sensação oleoso sensação ressecado. entanto, cor 3 fica pouco esbranquiçada tom pele, sendo cor adequada. 1 pessoa achou útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 7 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 11 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 5 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 8 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Beatriz Excelente    Cor: Cor 2.0  uso protetor 1 ano, amo durabilidade, cobertura resistência dele. Resiste suor atrito bem selado pó, realmente entrega efeito base. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Lediane Super recomendo.    Cor: Cor 2.0  Produto excelente, alta cobertura, textura ótima, uso dia dia, dura dia todo, uniformiza bem tom pele. Recomendo. 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Riseth Bastos Cotta Lana Superou expectativas    Cor: Cor 2.0  boa espalhabilidade. Cobertura medida ( melasma). marca linhas expressão ( pele madura 54 anos). Durabilidade dia inteiro. sai água ( banho mar piscina). grudento tb deixa pele seca. Hoje primeira opção. 11 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Santos Excelente, cobre tatuagens.    Cor: Cor 4.0  Afim mostrar melhor cobertura, apliquei encima tatuagem, podem ver , deu cobertura fenomenal passando pequena quantidade apenas vez . rosto melhor base ainda função protetor solar . resumir efetividade palavra : Excelente. 16 pessoas acharam útil 
La Roche-Posay, Ultra Cover, Protetor Solar com Cor e Performance de Maquiagem, 12h de cobertura de base em uma única camada, Textura Fluida, Oil free, Toque Seco, FPS60, 30g;L'oréal DCA BR;4.7;Alessandra Cordeiro Blank Protetor solar    Cor: Cor 4.0  Gostei acho melhor pele seca. 
