prod_descricao;prod_marca;prod_detalhe;prod_fps
NIVEA SUN Protetor Solar Facial Beauty Expert Controle de Oleosidade FPS 60 50g;Nivea;Descrição do produto O que é? NIVEA SUN Facial Beauty Expert Controle de Oleosidade FPS 60 é um protetor solar de muito alta proteção que ajuda a controlar a oleosidade da pele e não obstrui os poros. Para que serve? Desenvolvido especialmente para a pele delicada do rosto, este protetor solar oferece proteção por dentro* e por fora contra os raios UVA/UVB. Além de ajudar a proteger contra os efeitos causados pela luz visível, protege também contra o envelhecimento prematuro da pele causado pelo sol. Com uma fórmula de textura leve, não pegajosa, proporciona efeito matte instantâneo e duradouro, não deixando a pele com aspecto pesado e oleoso. *Contém Licochalcona A, um antioxidante que atua a nível celular e auxilia na redução do estresse oxidativo da pele induzido pela exposição à luz visível e à poluição. Benefícios e diferenciais: - O FPS 60 garante muito alta proteção solar - Efeito matte instantâneo e duradouro - Proteção por dentro* e por fora - Não obstrui os poros - Dermatologicamente e oftalmologicamente testado - Previne o envelhecimento da pele - Textura leve - Controla a oleosidade - Poderoso efeito antioxidante natural - Com antioxidante*;60
NIVEA SUN Protetor Solar Facial Beauty Expert Pele Normal a Seca FPS 60 50g;Nivea;Descrição do produto O que é? NIVEA SUN Facial Beauty Expert Pele Normal a Seca FPS 60 é um protetor solar de muito alta proteção que, além de proteger a pele, também a hidrata graças ao Q10 presente em sua fórmula. Para que serve? Desenvolvido especialmente para a pele delicada do rosto, este protetor solar oferece proteção por dentro* e por fora contra os raios UVA/UVB. Além de ajudar a proteger contra os efeitos causados pela luz visível, protege também contra o envelhecimento prematuro da pele causado pelo sol. Com Q10 em sua fórmula, este protetor solar possui efeito hidratante, deixando a pele com toque de seda. Sua textura é leve, suave e não pegajosa. *Contém Licochalcona A, um antioxidante que atua a nível celular e auxilia na redução do estresse oxidativo da pele induzido pela exposição à luz visível e à poluição. ¹ teste de percepção confirmado por 35 voluntários. Benefícios e diferenciais: - O FPS 60 garante muito alta proteção solar - Efeito suave e hidratante - Proteção por dentro* e por fora - Não pegajoso - Dermatologicamente e oftalmologicamente testado - Fórmula com Q10 - Previne o envelhecimento da pele - Textura leve - Previne o aparecimento de manchas causadas pelo sol - Poderoso efeito antioxidante natural;60
NIVEA SUN Protetor Solar Facial Beauty Expert Sensitive FPS 60 50g;Beiersdorf;Descrição do produto O que é? NIVEA SUN Facial Beauty Expert Sensitive FPS 60 é um protetor solar de muito alta proteção que não possui perfumes, corantes e conservantes em sua fórmula, sendo ideal para as peles sensíveis. Para que serve? Desenvolvido especialmente para a pele delicada do rosto, este protetor solar oferece proteção por dentro* e por fora contra os raios UVA/UVB. Além de ajudar a proteger contra os efeitos causados pela luz visível, protege também contra o envelhecimento prematuro da pele causado pelo sol. Com uma fórmula de textura leve e 0% de sensação pegajosa, não obstrui os poros¹ e conta com um poderoso efeito antioxidante natural. *Contém Licochalcona A, um antioxidante que atua a nível celular e auxilia na redução do estresse oxidativo da pele induzido pela exposição à luz visível e à poluição. ¹ teste de percepção confirmado por 35 voluntários. Benefícios e diferenciais: - O FPS 60 garante muito alta proteção solar - Sem perfume, corantes e conservantes - Proteção por dentro* e por fora - Não obstrui os poros¹ - Dermatologicamente e oftalmologicamente testado - Fórmula de textura leve e 0% pegajosa - Previne o envelhecimento da pele - Desenvolvido especialmente para pele sensível - Poderoso efeito antioxidante natural;60
NIVEA SUN Protetor Solar Facial Fluido Spot Control Luminous 630® FPS60 40ml;Beiersdorf;Descrição do produto O que é? NIVEA SUN Protetor Solar Facial Fluido Spot Control Luminous 630® FPS 60 é um protetor solar de muita alta proteção que previne e reduz visivelmente manchas e marcas escurecidas causadas pelo sol. Para que serve? Desenvolvido especialmente para a pele delicada do rosto, este protetor solar promove proteção imediata de curto e longo prazo contra os efeitos dos raios UVA e UVB, prevenindo o envelhecimento precoce da pele. Enriquecido com ácido hialurônico e vitamina E, garante efeito revigorante e hidratante na pele. Com textura leve e fórmula não oleosa e não pegajosa, uniformiza o tom da pele deixando uma aparência ainda mais iluminada. Este protetor solar conta também com Luminous 630®, um ingrediente que atua em nível celular e que é resultado de pesquisas minuciosas realizadas durante 10 anos. Em 4 semanas, os resultados de uma pele uniforme e iluminada são visíveis¹. ¹ Teste de percepção com 45 voluntárias. Benefícios e diferenciais: - FPS 60 garante muito alta proteção solar - Efeito revigorante - Com Luminous 630® - Enriquecido com ácido hialurônico e vitamina E - Fórmula não oleosa - Fluido solar leve e não pegajoso - Previne o envelhecimento precoce da pele - Pele uniforme e iluminada em 4 semanas¹ - Previne e reduz visivelmente manchas e marcas escurecidas causadas pelo sol ¹ Teste de percepção com 45 voluntárias.;60
NIVEA SUN Protetor Solar Facial Toque Seco Antissinais FPS 70 40ml - Com muito alta proteção contra raios UVA/UVB, controla o brilho e previne o envelhecimento precoce, com toque seco e textura não oleosa;BDF NIVEA;"Descrição do produto ""O que é? Protetor solar facial com textura leve e toque seco. Agora com novo FPS 70 Deixa a pele macia e ainda previne o envelhecimento. Confira +detalhes Para que serve o Protetor Solar Facial NIVEA Sun Toque Seco? Oferece muito alta proteção dos raios UVA/UVB. ainda controla o brilho e previne o envelhecimento da pele. Textura não oleosa e toque seco. Proteção imediata contra raios UVA/UVB. Benefícios e diferenciais - FPS 70 garante muito alta proteção solar - Não deixa a pele oleosa - Controla o brilho e previne o envelhecimento - Textura ultra leve - Resistente à água Como usar o Protetor Solar Facial Nivea Sun Toque Seco? Agite bem antes de usar. Antes da exposição ao sol. aplicar no rosto. Reaplique o produto a cada 2hrs ou depois de transpiração excessiva ou mergulho na água. Uma unidade contém 40 ml """;70
NIVEA SUN Protetor Solar Facial Toque Seco Antissinais FPS30 40ml;Beiersdorf;Descrição do produto O que é? Protetor solar facial com textura leve e toque seco. Deixa a pele macia e ainda previne o envelhecimento. Confira +detalhes! Para que serve o Protetor Solar Facial Nivea Sun Toque Seco? Além de oferecer alta proteção dos raios UVA/UVB, ainda controla o brilho e deixa a pele radiante. Perfeito para ser usado antes da maquiagem. Benefícios e diferenciais - FPS 30 garante alta proteção solar - Não deixa a pele oleosa - Textura ultra leve - Resistente à água Como usar o Protetor Solar Facial Nivea Sun Toque Seco? Agite bem antes de usar. Antes da exposição ao sol, aplicar no rosto. Reaplique o produto a cada 2h ou depois de transpiração excessiva ou mergulho na água. Uma unidade de embalagem contém 40ml Precauções: • Aplique abundantemente antes da exposição ao sol. • Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. • É necessária a reaplicação do produto para manter a sua efetividade. • Ajuda a prevenir as queimaduras solares. • Evitar exposição ao sol das 10 às 16 horas. • Evite exposição prolongada das crianças ao sol. • Para crianças menores de 6 (seis) meses, consultar um médico. • Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. • Oferece alta proteção contra queimaduras solares e é indicado para pele muito sensível a queimadura solar. • Filtros solares em contato com o tecido podem causar manchas. Cuidados: Uso externo. Este produto não oferece nenhuma proteção contra insolação. Evite contato com os olhos e boca. Em caso de irritação, suspenda o uso e procure orientação médica. Manter fora do alcance de crianças e em local seco e fresco. Dermatologicamente testado. *Causado pela exposição solar/radiação.;30
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Antiacne FPS 50 40ml - Com fórmula ultraleve e alta proteção, esse protetor solar tem triplo combate contra os raios UVA/UVB, radicais livres e luz visível, além de prevenir a oleosidade excessiva e proporciona efeito matte;BDF NIVEA;Descrição do produto O que é? O novo Protetor Solar Facial Tripla Proteção Loção Antiacne tem fórmula ultraleve e muito alta proteção solar. FPS 50 tem combate triplo contra raios UVA/UVB, radicais livres causados pela poluição e luz visível. Promove efeito matte por 8 horas. Para que serve NIVEA Sun Facial Tripla Proteção Loção Antiacne FPS 50? Cuidado intensivo diário de triplo combate contra: Raios UVA / UVB. Radicais livres causados pela luz visível. Poluição. Textura ultraleve, controla a oleosidade e garante Efeito Matte por 8 horas. Adequado para pele com tendência a acne. Fórmula com sal do himalaia. Ajuda a prevenir a produção de oleosidade excessiva da pele. Não interfere na duração da maquiagem. Dermatologicamente testado. Benefícios e diferenciais FPS 50 e textura ultraleve de absorção imediata Protege da luz visível e dos radicais livres causados pela poluição Fórmula com sal do himalaia Ajuda a prevenir a produção de oleosidade excessiva da pele Efeito matte por 8h Adequado para a pele com tendência a acne Não interfere na duração da maquiagem Como usar o NIVEA Sun Facial Tripla Proteção Loção Antiacne FPS 50? Agite antes de usar. Aplique abundantemente antes da exposição ao sol. Reaplique o produto a cada 2hrs ou depois de transpiração excessiva ou mergulho na água. DICA: Oferece muito alta proteção contra queimaduras solares e é indicado para pele extremamente sensível à queimadura solar. CUIDADO: Filtros solares em contato com o tecido podem causar manchas. Uma unidade contém 40ml;50
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Antissinais FPS 50 40ml - Com fórmula ultraleve e alta proteção, esse protetor solar tem triplo combate contra os raios UVA/UVB, radicais livres e luz visível, além de aumentar a produção de colágeno e reduzir rugas e linhas de expressão;BDF NIVEA;Descrição do produto O que é? O novo Protetor Solar Facial Tripla Proteção Loção Antissinais tem fórmula ultraleve e muito alta proteção solar. FPS 50 tem combate triplo contra raios UVA/UVB, radicais livres causados pela poluição e luz visível. Para que serve NIVEA Sun Facial Tripla Proteção Loção Antissinais FPS50? Cuidado intensivo diário de triplo combate contra: Raios UVA / UVB. Radicais livres causados pela luz visível. Poluição. Garante efeito de pele renovada em 4 semanas. Fórmula com algas marinhas, aumenta a produção de colágeno. Reduz rugas e linhas de expressão, mesmo na área dos olhos. Não interfere na duração da maquiagem. Dermatologicamente testado. Benefícios e diferenciais FPS 50 e textura ultraleve de absorção imediata Protege da luz visível e dos radicais livres causados pela poluição Fórmula com algas marinhas Aumenta a produção de colágeno Reduz rugas e linhas de expressão, mesmo na área dos olhos Não interfere na duração da maquiagem Produzido na Tailândia Como usar o NIVEA Sun Facial Tripla Proteção Loção Antissinais FPS50? Agite antes de usar. Aplique abundantemente antes da exposição ao sol. Reaplique o produto a cada 2hrs ou depois de transpiração excessiva ou mergulho na água. DICA: Oferece muito alta proteção contra queimaduras solares e é indicado para pele extremamente sensível à queimadura solar. CUIDADO: Filtros solares em contato com o tecido podem causar manchas. Uma unidade contém 40ml;50
NIVEA SUN Protetor Solar Facial Tripla Proteção Loção Pele Radiante FPS50 40ml;BDF NIVEA;Descrição do produto O que é o NIVEA Sun Facial Tripla Proteção Solar Loção Pele Radiante FPS 50? É um protetor solar facial com fórmula ultraleve e alta proteção solar. Com FPS 50, ele oferece um triplo combate contra raios UVA/UVB, radicais livres causados pela poluição e luz visível. Além disso, hidrata as áreas secas da pele, proporcionando uma aparência mais uniforme em apenas 2 semanas. Sua textura ultraleve e alto poder antioxidante não interferem na duração da maquiagem. Dermatologicamente testado, é produzido na Tailândia. Proteja sua pele dos danos causados pelo sol com o NIVEA Sun Facial Tripla Proteção Loção Pele Radiante FPS 50.;50
NIVEA SUN Protetor Solar Fluido Facial Tripla Proteção Controle de Oleosidade FPS 65 40ml;Beiersdorf;Descrição do produto O que é? O novo Protetor Solar NIVEA Tripla Proteção Fluido Controle de Oleosidade tem fórmula ultraleve e muito alta proteção solar. FPS 65 protege dos raios UVA/UVB, combate radicais livres causados pela poluição, ainda controla brilho e oleosidade deixando a pele mais suave e macia. Para que serve? Cuidado diário intensivo de triplo combate contra raios UVA/UVB, radicais livres causados pela luz visível e poluição. Fórmula ultraleve controla o brilho e a oleosidade, deixando a pele suave e macia. Uniformiza o tom da pele em apenas 1 semana de uso, reduz a aparência dos poros, previne o surgimento de espinhas e promove efeito matte por 12 horas. Extra resistência à água e ao suor. Não interfere na duração da maquiagem. Benefícios e diferenciais - FPS 65 Alta Proteção Solar - Protege da luz visível e dos radicais livres causados pela poluição - Fórmula fluida de rápida absorção - Uniformiza o tom da pele em 1 semana de uso - Efeito matte por 12 horas - Controle de brilho e oleosidade para uma pele mais suave e macia - Previne o surgimento de espinhas - Reduz aparência dos poros - Não interfere na duração da maquiagem - Extra resistência à água e ao suor Como usar? Agite antes de usar. Aplique abundantemente antes da exposição ao sol. Reaplique o produto a cada 2hrs ou depois de transpiração excessiva ou mergulho na água. DICA: Oferece muito alta proteção contra queimaduras solares e é indicado para pele extremamente sensível à queimadura solar. CUIDADO: Filtros solares em contato com o tecido podem causar manchas. Uma unidade contém 40ml;65
NIVEA SUN Protetor Solar Protect & Hidrata FPS 50 200ml - Com toque seco, rápida absorção e resistente à água, esse protetor solar oferece altíssima proteção ao sol e promove hidratação à pele;Nivea;Descrição do produto O que é? NIVEA SUN Protetor Solar Protect & Hidrata FPS 50 é um produto essencial para cuidar da sua pele durante a exposição solar. Para que serve? Com uma fórmula inovadora, este protetor solar combina hidratação intensa com uma proteção altíssima contra os raios solares. Sua textura leve e de rápida absorção proporciona um toque seco, evitando a oleosidade indesejada. Sua fórmula oil free é facilmente absorvida pela pele, garantindo uma proteção duradoura. Enriquecido com Panthenol, este protetor solar também hidrata a pele, prevenindo o ressecamento. Proteja-se dos danos causados pelo sol com NIVEA SUN Protetor Solar Protect & Hidrata FPS 50.;50
Neutrogena Gel Creme Facial Antissinais Bright Boost, 50ml;Johnson & Johnson;Descrição do produto O que é e para que serve? Um antissinais facial com Neoglucosamina + trio de ácidos renovadores que acelera a renovação celular em até 10 vezes, reduzindo visivelmente linhas finas enquanto fortalece a barreira cutânea, uniformiza o tom e a textura da pele, com resultados em 1 semana. Benefícios e diferenciais -Acelera a renovação celular em até 10 vezes -Reduz visivelmente linhas de expressão -Uniformiza tom e textura da pele -Reduz e equilibra a produção de oleosidade da pele -Textura gel creme: oil free com toque seco e efeito radiante -Não comedogênico, sem álcool e sem parabenos -Indicado para todos os tipos de pele;0
Neutrogena Hidratante Facial Antissinais Face Care Intensive FPS 22, 100g;Johnson & Johnson;Descrição do produto Neutrogena face care intensive antissinais dia fps 22 tem ação eficaz contra os três principais fatores de envelhecimento da pele: linhas de expressão, tom uniforme e firmeza. Ainda proporciona hidratação intensa com proteção solar e toque seco. O único que combina 3 ingredientes dermatologicamente comprovados em um só produto: vitamina c antioxidante, colágeno, niacinamida. Fórmula avançada que oferece mais ciência para sua pele.;22
Neutrogena Hidratante Facial Hydro Boost Water Gel 50g embalagem pode variar;Johnson & Johnson de Colombia S.A.;Descrição do produto Dê um boost na hidratação da sua pele com o Hidratante Facial NEUTROGENA® Hydro Boost Water Gel. Preenche a pele instantaneamente com 2 vezes mais hidratação enquanto controla e reduz a oleosidade.;0
Neutrogena Promopack Corporal Fps70 200ml E Neutrogena Sun Fresh Facial Fps70 40g;"14 x 21 x 5 cm; 200 g";Descrição do produto O Protetor Solar Neutrogena Sun Fresh FPS70 possui uma fórmula não oleosa e com alto poder de absorção, devido à tecnologia Helioplex que proporciona uma proteção ampla e imediata contra os raios UVA/UVB, garantindo uma pele protegida, intensamente hidratada, seca e fresquinha. Além disso, Neutrogena Sun Fresh é indicado para todos os tipos de pele, inclusive as mais sensíveis ao sol, ajudando a prevenir contra o envelhecimento precoce e as manchas causadas pelo sol. O Neutrogena Sun Fresh Facial possui textura ultraleve que é rapidamente absorvida pela pele, aliado a exclusiva tecnologia Helioplex oferece uma proteção ampla e eficaz contra os raios UVA e UVB. Mantem a pele hidratada e sequinha, alem de ser resistente à água e transpiração.;70
Neutrogena Sun Fresh Protetor Solar Corporal FPS 50, 200ml;Johnson & Johnson Industrial;Descrição do produto O sun fresh que você já conhecia, ficou ainda melhor. A nova fórmula do neutrogena sun fresh fps 50 entrega uma proteção ainda maior além de ter agentes antioxidantes, prevenindo o foto-envelhecimento (contra uva, uvb e uva longo), manchas causadas pelo sol, provindo uma alta hidratação, durante todo o com rápida absorção. Além disso, o produto é oil free e muito resistente à água e ao suor, deixando sua pele protegida, hidratada e sequinha.;50
Neutrogena Sun Fresh Protetor Solar Corporal FPS 70, 200ml;Johnson & Johnson Industrial Ltda.;Descrição do produto O protetor solar neutrogena sun fresh fps 70 possui uma fórmula não oleosa e com alto poder de absorção, devido à tecnologia helioplex que proporciona uma solução altamente eficaz e uma proteção ampla e imeta contra os raios uva/uvb, garantindo uma pele protegida, intensamente hidratada, seca e fresquinha. Além disso, neutrogena sun fresh é indicado para todos os tipos de pele, inclusive as mais sensíveis ao sol, ajudando a prevenir contra o envelhecimento preçoce e as manchas causadas pelo sol.;70
Neutrogena Sun Fresh Protetor Solar Corporal FPS 90, 200ml;Johnson & Johnson;Descrição do produto Proteja sua pele com Neutrogena Sun Fresh, um protetor solar que oferece alta proteção e textura levinha, deixando sua pele protegida, hidratada e seca. Além de possuir alta resistência a água e suor.;90
Neutrogena Sun Fresh Protetor Solar Facial FPS 70, 40g;Johnson & Johnson;Descrição do produto Para completar sua rotina de cuidado com a pele, o protetor solar Sun Fresh, possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Além de deixar sua pele macia, aveludada e preenchida com seus ativos ricos em propriedades hidratantes.;70
Neutrogena Sun Fresh Protetor Solar Facial Para Pele Oleosa Derm Care Pele Morena FPS 70,40g;Johnson & Johnson;"Descrição do produto Neutrogena sun fresh derm care facial fps 70 possui textura levinha e sequinha que não derrete. A excluisva tecnologia helioplexxp oferece muito alta proteção ampla e eficaz contra os raios uvb, uva e ajuda a proteger contra a luz visível. - com sílica que atua na oleosidade da pele - efeito base que cobre imperfeições - complexo antiodixante rejuvenescedor formado por: - niacinamida: ativo clareador de sinais causados pelo sol; - feverfew: poderoso antioxidante; - vitamina c: antioxidante - dermatologicamente testado. Não comedogênico e não obstrui poros";70
Neutrogena Sun Fresh Protetor Solar Facial Para Pele Oleosa Derm Care Pele Negra FPS 70,40g;Johnson & Johnson;"Descrição do produto Neutrogena sun fresh derm care facial fps 70 possui textura levinha e sequinha que não derrete. A excluisva tecnologia helioplexxp oferece muito alta proteção ampla e eficaz contra os raios uvb, uva e ajuda a proteger contra a luz visível. - com sílica que atua na oleosidade da pele - efeito base que cobre imperfeições - complexo antiodixante rejuvenescedor formado por: - niacinamida: ativo clareador de sinais causados pelo sol; - feverfew: poderoso antioxidante; - vitamina c: antioxidante - dermatologicamente testado. Não comedogênico e não obstrui poros";70
Neutrogena Sun Fresh Protetor Solar Facial Para Pele Oleosa Derm Care Sem Cor FPS 70, 40g;Johnson & Johnson;Descrição do produto Para completar sua rotina de cuidado com a pele, o protetor solar Sun Fresh Derm Care, possui textura ultraleve e seca, que te protege contra os raios UVA, UVB, e ajuda contra a luz visível. Além de tudo isso ele controla a oleosidade da sua pele por 12 horas com complexo antioxidante rejuvenescedor.;70
PRO STICK PROTETOR SOLAR MULTIFUNCIONAL FPS95 PRO50 14G;AND CO. INDUSTRIA E COMERCIO DE COSMETICOS LTDA;Descrição do produto O PRO STICK PROTETOR SOLAR MULTIFUNCIONAL é um protetor solar de uso diário, indicado para a prática de exercícios físicos, já que é resistente à água e ao suor. Não escorre e não arde os olhos, garantindo conforto e proteção prolongada. O formato em bastão facilita sua aplicação. Além disso, alia proteção muito alta – FPS 96 e FPUVA 43 –, alta cobertura e tratamento para a pele. Disponível em 6 tonalidades, uniformiza o tom, tem acabamento aveludado e seco – dispensando o uso de base. Protege a pele contra os danos dos raios nocivos UV, prevenindo queimaduras solares, manchas e envelhecimento precoce. Sua textura é confortável e desliza com facilidade sobre a pele sem deixar aquele aspecto pegajoso.;95
PROTETOR SOLAR PELE SENSIVEL FOTOCARE 30FPS 60G ONCOSMETIC - ENTERVITA;Oncosmetic;Descrição do produto Protetor solar para peles sensíveis, especialmente desenvolvido para pessoas com peles sensíveis ou com peles reativas/ou sensibilizadas. Oferece através de composição exclusiva amplo espectro de proteção simultânea contra os raios FPS e UVA acrescida de efetiva ação antioxidante. Ativo no controle do envelhecimento causado pelos raios solares. Ajuda a reduzir o desconforto causado na pele sensível e/ou sensibilizada. Permite uso facial e corporal. Seguro, sem agentes irritantes como álcool, fragrâncias, parabenos, óleo mineral e corantes. Hipoalergênico. Informações de uso: FotoCare é indicado para a proteção do rosto e corpo em adultos e crianças a partir de 6 anos. Nas crianças a partir de 6 anos a aplicação deve ser feita sob a supervisão de um adulto.Para crianças abaixo dessa idade consulte um médico. Aplique uma generosa camada de FotoCare Protetor solar para peles sensíveis 30 minutos antes da exposição solar para a absorção do produto no local a ser protegido. É necessária a reaplicação do produto para manter sua efetividade após: sudorese intensa, nadar, banhar-se, secar a pele com toalha e exposição ao sol.;60
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;Descrição do produto PS-01 é um protetor solar facial fluido antioleosidade com 18% de filtros UV e 5% de Niacinamida FPS 60.;60
Promopack Compre NEUTROGENA SUN FRESH® Derm Care FPS 70 SEM COR e ganhe Gel de Limpeza NEUTROGENA PURIFIED SKIN® 60g;JNTL CONSUMER HEALTH (BRAZIL) LTDA;"Descrição do produto Promopack Compre NEUTROGENA SUN FRESH® Derm Care FPS 70 SEM COR e ganhe Gel de Limpeza NEUTROGENA PURIFIED SKIN® 60g NEUTROGENA SUN FRESH® Derm Care FPS 70 SEM COR: Possui textura levinha e sequinha que não derrete. A exclusiva tecnologia HELIOPLEX® XP oferece muito alta proteção ampla e eficaz contra os raios UVB, UVA e ajuda a proteger contra a luz visível. Com sílica que atua na oleosidade da pele e complexo antioxidante rejuvenescedor formado por: Niacinamida: ativo clareador de sinais causados pelo sol; Feverfew: poderoso antioxidante; Vitamina C: antioxidante. Gel de Limpeza NEUTROGENA PURIFIED SKIN® 60g: Limpa profundamente, reduz a oleosidade e purifica a pele. Elimina as impurezas e não deixa sensação de ressecamento.";70
Protetor Facial Diário Helioderm Oil Free FPS 70 Sem Cor 50g;Hertz;Descrição do produto O Protetor Facial Diário Helioderm Dermocosmético FPS70 proporciona muito alta proteção UVA e UVB que protege a pele dos efeitos nocivos causados pela radiação ultravioleta e previne o fotoenvelhecimento. Com fórmula dermocosmética desenvolvida com tecnologia farmacêutica, hidrata a pele através de uma textura leve e de rápida absorção com toque seco que não obstrui os poros. Formulado com Ativo Hialurônico, responsável pelo preenchimento da pele, proporciona hidratação intensa e uma pele mais iluminada. Além disso, possui ação antioxidante através da Vitamina E e da Niacinamida que previnem os danos causados pelos radicais livres. Resistente à água e ao suor e dermatologicamente testado. Ideal para o uso diário de adultos e crianças a partir de 12 anos. Para todos os tipos de pele. Contém 50g.;70
Protetor Solar Acnezil FPS 30 60g;Cimed;Descrição do produto Cimed Acnezil Prot Solar Fps30 Oil Control 60g;30
Protetor Solar Bioré Uv Perfect Milk (Azul) 2019 FPS50+ PA++++;"2,54 x 2,54 x 2,54 cm; 70 g";Descrição do produto Protetor Solar Facial Bioré Perfect Milk FPS 50 Com 40ml;50
Protetor Solar Cicatricure Antissinais Efeito Matte FPS 50 40g;Genomma Lab;Descrição do produto Protetor Solar Cicatricure Antissinais Efeito Matte FPS 50 40g;50
Protetor Solar Corporal 150g - FPS 50, UVA/UVB;Fareva;Descrição do produto um protetor solar corporal FPS 50, que é resistente à água, suor e areia. tem uma textura deliciosa, que, além de proteger da radiação UVA/UVB, vai deixar a pele macia, hidratada e iluminada. tem toque seco e rápida absorção, garantindo conforto na pele sem deixar resíduos esbranquiçados e sem deixar a pele pegajosa.;50
Protetor Solar Corporal L'Oréal Paris Solar Expertise FPS 70 200ml - Previne o Envelhecimento Solar, Textura Ultra-leve, Hidrata e Protege a pele;L'Oréal;Descrição do produto O Protetor Solar Corporal FPS 70 garante proteção máxima contra os raios UVA longos que penetram mais profundamente na pele. Possui defesa antioxidante para ajudar a preservar o colágeno e a reduzir os danos causados pela radiação infravermelha. Garante hidratação intensiva para uma pele mais radiante e com uma cor visivelmente saudável. NOVA EMBALAGEM & MESMA FÓRMULA. Uma nova geração de fórmulas com o avançado complexo Mexoryl X4, proteção reforçada contra os raios UVA, UVB e UVA longo e defesa antioxidante. Possui textura leve e de rápida absorção para uma pele macia e de toque aveludado. Previne o envelhecimento e manchas causadas pelo sol. Resistente à água. BENEFÍCIOS: - Proteção MÁXIMA contra os raios UVA/UVB - Previne o envelhecimento e manchas solares - Hidratação intensiva por 8 horas - Defesa antioxidante, preserva o colágeno - Pele mais radiante e cor visivelmente saudável - Textura leve e rápida absorção - Pele macia - Toque aveludado - Previne o envelhecimento e manchas causadas pelo sol - Resistente à água;70
Protetor Solar FPS 70 180g - Ricosol;Ricosol;Descrição do produto Ricosol Protetor Solar FPS 70 foi desenvolvido com filtros solares eficazes para garantir segurança durante a exposição solar. Sua fórmula oferece dupla proteção contra raios UVA e UVB, enquanto também protege a pele contra os radicais livres e oferece hidratação intensa. Produto resistente a águe e suor, hipoalergênico, formulado de maneira a minimizar possível surgimento de alergia, dermatologicamente testado.;70
Protetor Solar Facial Avon Renew Fps70 Toque Seco 40g Matte com Protinol;Avon;Descrição do produto Renew Solar Advance Matte com Ácido Hialurônico* FPS 50 ajuda a proteger e evitar que sua pele sofra os efeitos nocivos do sol agora e no futuro. Auxilia na prevenção de queimaduras solares e envelhecimento prematuro da pele. Possui uma fórmula não oleosa, leve, de rápida absorção, que deixa a pele com toque seco e efeito matte o dia todo**.  Formulado com ácido hialurônico* e niacinamida, ajuda a suavizar as rugas, enquanto oferece proteção contra raios solares UVA/UVB para manter a pele saudável e jovem.  Dermatologicamente testado. Adequado para todos os tipos de pele. Oferece alta proteção. Indicado para pele muito sensível a queimadura solar. FPS 50 - Protege a pele até 50 vezes mais contra queimaduras solares (UVB).  * forma sódica. **Baseado em estudo de percepção com consumidores.;70
Protetor Solar Facial Cenoura & Bronze Fps 30 50G;Coty;Descrição do produto O uso do protetor solar é muito importante, pois ele ajuda a combater o câncer de pele, que pode ser causado pelo longo período de exposição ao sol. Além de evitar a insolação, queimaduras, manchas, envelhecimento precoce, flacidez, lesões, perda de firmeza, elasticidade e muitas outras complicações. Dermatologistas recomendam o uso de protetor solar facial diariamente. Para oferecer proteção ao longo do dia e não ficar oleoso e melado, o ideal é usar um protetor toque seco. O Protetor Solar Facial Cenoura & Bronze Fps 30 é uma excelente opção para uso diário. O Protetor Solar Facial Cenoura & Bronze Fps 30 protege a sua pele contra a ação danosa causada pela radiação solar UVA e UVB. Indicado para todos os tipos de pele, o produto tem toque seco, ação hidratante, textura suave e rápida absorção. Possui bico dosador para uma aplicação mais delicada. Os produtos de proteção solar de Cenoura & Bronze possuem a tecnologia inovadora Preserva o Colágeno, que minimiza os danos mais profundos na pele causados pelos raios infravermelhos, devido à ação antioxidante do produto. Isso acontece mesmo quando não estamos diretamente expostos ao sol. Protege contra a vermelhidão, ardência e rugas causadas pela exposição solar. Além disso, contém ativos de cenoura e vitamina E Compre online na Amazon os melhores protetores solares e bronzeadores. Aqui na Amazon você encontra ótimos preços e FRETE GRÁTIS se for cliente Prime.;30
Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;Coty;Descrição do produto Protetor Solar Facial Cenoura e Bronze Fps50 50G, Cenoura e Bronze;50
Protetor Solar Facial Clareador FPS 70 60g - Anasol;Anasol;Descrição do produto Uso diário, para todo tipo de pele. Loção oil free com toque seco. Contém Niacinamida que auxilia no clareamento e uniformização da pele, Aloe Vera, Pró-Vitamina B5, Argila e Vitamina E que promovem hidratação, redução da oleosidade e neutralização dos radicais livres. Com ação antissinais, auxilia na prevenção das rugas, envelhecimento precoce e queimaduras causadas pelos raios solares. Contém proteção UVA equivalente a, no mínimo, 1/3 do FPS declarado (proteção UVB). Ajuda a proteger contra a luz visível e minimiza os danos mais profundos na pele causados pelos raios infravermelhos (IV), devido à ação antioxidante do produto. Oferece proteção muito alta. Dermatologicamente testado. Formulado de maneira a minimizar possível surgimento de alergia.;70
